instance_id,base_instance_id,arm,gate,component_size,separation,coverage,base_wrongness,seed,x,y,n_k,shd_truth,shd_cpdag,undirected_fraction,z_size,z_star,s0_ok,r_val,r_status,r_method,r_oracle,r_exact,r_assumes,r_witness,r_search_seconds,r_ladder_seconds,r_total_seconds,wall_until_timeout_s,r_stat_elements_visited,r_stat_closures,r_stat_validity_checks,r_stat_extensions_enumerated,AUC_frac_n200,AUC_frac_n1000,AUC_frac_usable_n1000,n_depths_evaluated_n200,n_depths_evaluated_n1000,n_usable_depths_n200,n_usable_depths_n1000,se_auc_frac_n200,se_auc_frac_n1000
c06_s01_cov100_seed00000019_bw010,c06_s01_cov100_seed00000019,flip,fast_gate,6,1,1.0,0.1,19,X,Y,6,2,6,0.6666666666666666,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C04 C00->C05 C00->Y C03->C02 W->Y X->C02 X->C03 X->Y C00-X,0.00020537499995043618,0.0,0.00020537499995043618,,1,6,3,0,0.24176784847013116,0.2441465858506217,0.2441465858506217,6,6,2,4,0.014895179353643944,0.006902368590957723
c06_s01_cov100_seed00000021_bw010,c06_s01_cov100_seed00000021,flip,fast_gate,6,1,1.0,0.1,21,X,Y,5,0,5,0.625,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C05 C00->Y C02->C03 W->Y X->C04 X->Y C00-X,0.0001715000000785949,0.0,0.0001715000000785949,,1,5,2,0,0.55625,0.5274415597244799,0.5274415597244799,5,5,2,2,0.06144577671067175,0.025960379773377635
c06_s01_cov100_seed00000022_bw010,c06_s01_cov100_seed00000022,flip,fast_gate,6,1,1.0,0.1,22,X,Y,7,2,7,0.7,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C03 C00->C05 C00->Y C02->C04 W->Y X->C03 X->Y C00-X C02-X,0.0005470840000043609,0.0,0.0005470840000043609,,2,13,6,0,0.3379574468085106,0.34573438594257333,0.5651588463742281,7,7,2,3,0.020406215100053467,0.009035906463747018
c06_s01_cov100_seed00000024_bw010,c06_s01_cov100_seed00000024,flip,fast_gate,6,1,1.0,0.1,24,X,Y,5,0,5,0.625,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C03 C00->C04 C00->Y C02->C05 W->Y X->Y C00-X,0.00015974999996615225,0.0,0.00015974999996615225,,1,5,2,0,0.9339622641509434,0.9329629629629629,0.9329629629629629,5,5,1,2,0.009857582784652217,0.004390948430466907
c06_s01_cov100_seed00000025_bw010,c06_s01_cov100_seed00000025,flip,fast_gate,6,1,1.0,0.1,25,X,Y,8,2,8,0.7272727272727273,1,W,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C03 C00->C05 C00->Y C02->C03 C02->C04 W->Y X->C02 X->C04 X->Y C00-X,0.0002955839999003729,0.0,0.0002955839999003729,,1,8,2,0,0.09694989106753812,0.10780372782393892,0.10780372782393892,8,8,1,4,0.018249874571007126,0.008097324226863377
c06_s01_cov100_seed00000026_bw010,c06_s01_cov100_seed00000026,flip,fast_gate,6,1,1.0,0.1,26,X,Y,7,2,7,0.7,1,W,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C03 C00->Y C02->C04 C02->C05 W->Y X->C02 X->C03 X->Y C00-X,0.0002536670000381491,0.0,0.0002536670000381491,,1,7,2,0,0.12043010752688173,0.1308924485125858,0.1308924485125858,7,7,2,4,0.010150804145506438,0.004549664062056456
c06_s01_cov100_seed00000028_bw010,c06_s01_cov100_seed00000028,flip,fast_gate,6,1,1.0,0.1,28,X,Y,6,2,6,0.6666666666666666,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C03 C02->C04 C03->C04 W->Y X->C02 X->Y C00-C05 C00-X,0.00044341699992855865,0.0,0.00044341699992855865,,2,11,5,0,0.30666666666666664,0.3073170731707317,0.3073170731707317,6,6,4,6,0.018216801361705955,0.008992526454465478
c06_s01_cov100_seed00000030_bw010,c06_s01_cov100_seed00000030,flip,fast_gate,6,1,1.0,0.1,30,X,Y,6,2,6,0.6666666666666666,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C03 C00->C05 C00->Y C02->C04 C03->C02 W->Y X->Y C00-X,0.00023858300005485944,0.0,0.00023858300005485944,,1,6,3,0,0.9072519083969466,0.9101233453670277,0.9101233453670277,6,6,2,4,0.01440710410664659,0.005942401234184978
c06_s01_cov100_seed00000031_bw010,c06_s01_cov100_seed00000031,flip,fast_gate,6,1,1.0,0.1,31,X,Y,7,2,7,0.7,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C05 C00->Y C02->C03 C02->C05 W->Y X->C02 X->Y C00-C04 C00-X,0.0008378329999914058,0.0,0.0008378329999914058,,3,19,6,0,0.7990198412698414,0.7458451978688476,0.7458451978688476,7,7,2,5,0.038023854245186575,0.018512313947313234
c06_s01_cov100_seed00000032_bw010,c06_s01_cov100_seed00000032,flip,fast_gate,6,1,1.0,0.1,32,X,Y,5,0,5,0.625,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->Y W->Y X->C02 X->C04 X->C05 X->Y C00-X,0.00019604099998105085,0.0,0.00019604099998105085,,1,5,2,0,0.14444444444444443,0.14525547445255477,0.14525547445255477,5,5,2,2,0.016655231559545732,0.007395252221479234
c06_s03_cov100_seed00000001_bw010,c06_s03_cov100_seed00000001,flip,fast_gate,6,3,1.0,0.1,1,X,Y,6,2,6,0.6666666666666666,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C00 C01->C04 C02->C05 W->Y X->C05 X->Y C01-C02 C02-X,0.0008698750000348809,0.0,0.0008698750000348809,,4,21,11,0,0.4018773466833542,0.4017052826691381,0.4017052826691381,6,6,2,4,0.017560291163399813,0.007619331143595375
c06_s03_cov100_seed00000002_bw010,c06_s03_cov100_seed00000002,flip,fast_gate,6,3,1.0,0.1,2,X,Y,6,2,6,0.6666666666666666,2,"C00,W",True,4,ok,e1_ladder,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)","(('C00', 'Y'), ('C01', 'C05'), ('C04', 'X'), ('W', 'Y'), ('X', 'Y'))",0.0012683339999739474,0.01438258300004236,0.015650917000016307,,10,28,10,0,0.5,0.5,0.5,6,6,3,5,0.0,0.0
c06_s03_cov100_seed00000003_bw010,c06_s03_cov100_seed00000003,flip,fast_gate,6,3,1.0,0.1,3,X,Y,6,2,6,0.6666666666666666,2,"C00,W",True,4,ok,e1_ladder,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)","(('C00', 'C05'), ('C00', 'Y'), ('C04', 'X'), ('W', 'Y'), ('X', 'Y'))",0.0015004159999989497,0.014269165999962752,0.0157695819999617,,12,37,12,0,0.5,0.5,0.5,6,6,3,5,0.0,0.0
c06_s03_cov100_seed00000004_bw010,c06_s03_cov100_seed00000004,flip,fast_gate,6,3,1.0,0.1,4,X,Y,5,0,5,0.625,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C04 C04->C05 W->Y X->Y C00-C01 C01-C02 C02-X,0.0004621660000339034,0.0,0.0004621660000339034,,3,12,4,0,0.8666666666666666,0.8939890710382514,0.8939890710382514,5,5,3,4,0.016412198797244367,0.007378846124278167
c06_s03_cov100_seed00000005_bw010,c06_s03_cov100_seed00000005,flip,fast_gate,6,3,1.0,0.1,5,X,Y,5,0,5,0.625,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C04 C04->C05 W->Y X->Y C00-C01 C01-C02 C02-X,0.0004514169999083606,0.0,0.0004514169999083606,,3,12,4,0,0.8914285714285715,0.909,0.909,5,5,3,4,0.016840877659725882,0.007042371759570778
c06_s03_cov100_seed00000006_bw010,c06_s03_cov100_seed00000006,flip,fast_gate,6,3,1.0,0.1,6,X,Y,5,0,5,0.625,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C04 C02->C05 W->Y X->Y C00-C01 C01-C02 C02-X,0.0005804999999554639,0.0,0.0005804999999554639,,4,15,6,0,0.8529411764705882,0.7710280373831777,0.7710280373831777,5,5,3,3,0.039071244950298324,0.01702908749068708
c06_s03_cov100_seed00000007_bw010,c06_s03_cov100_seed00000007,flip,fast_gate,6,3,1.0,0.1,7,X,Y,5,0,5,0.625,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->C04 X->C05 X->Y C00-C01 C01-C02 C02-X,0.00044204199991781934,0.0,0.00044204199991781934,,3,12,4,0,0.5,0.5,0.5,5,5,2,4,0.0,0.0
c06_s03_cov100_seed00000008_bw010,c06_s03_cov100_seed00000008,flip,fast_gate,6,3,1.0,0.1,8,X,Y,5,0,5,0.625,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C05 C02->C04 W->Y X->Y C00-C01 C01-C02 C02-X,0.000687666999965586,0.0,0.000687666999965586,,4,15,6,0,0.7837837837837838,0.7718446601941746,0.7718446601941746,5,5,3,3,0.04072274613518292,0.017351703257236433
c06_s03_cov100_seed00000011_bw010,c06_s03_cov100_seed00000011,flip,fast_gate,6,3,1.0,0.1,11,X,Y,5,0,5,0.625,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C04 C00->C05 C00->Y W->Y X->Y C00-C01 C01-C02 C02-X,0.0010823329999993803,0.0,0.0010823329999993803,,8,29,12,0,0.5,0.5,0.5,5,5,1,3,0.0,0.0
c06_s03_cov100_seed00000013_bw010,c06_s03_cov100_seed00000013,flip,fast_gate,6,3,1.0,0.1,13,X,Y,5,0,5,0.625,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C04->C05 W->Y X->C04 X->Y C00-C01 C01-C02 C02-X,0.00046316700002080324,0.0,0.00046316700002080324,,3,12,4,0,0.5,0.5,0.5,5,5,3,5,0.0,0.0
c06_s03_cov100_seed00000014_bw010,c06_s03_cov100_seed00000014,flip,fast_gate,6,3,1.0,0.1,14,X,Y,5,0,5,0.625,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C04 C00->Y C04->C05 W->Y X->Y C00-C01 C01-C02 C02-X,0.0008715409999240364,0.0,0.0008715409999240364,,6,22,9,0,0.5,0.5,0.5,5,5,2,3,0.0,0.0
c06_s03_cov100_seed00000015_bw010,c06_s03_cov100_seed00000015,flip,fast_gate,6,3,1.0,0.1,15,X,Y,5,0,5,0.625,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->C04 X->C05 X->Y C00-C01 C01-C02 C02-X,0.00043574999995144026,0.0,0.00043574999995144026,,3,12,4,0,0.5,0.5,0.5,5,5,2,4,0.0,0.0
c06_s03_cov100_seed00000016_bw010,c06_s03_cov100_seed00000016,flip,fast_gate,6,3,1.0,0.1,16,X,Y,6,2,6,0.6666666666666666,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C00 C02->C04 C02->C05 W->Y X->C05 X->Y C01-C02 C02-X,0.0006609159999015901,0.0,0.0006609159999015901,,3,16,7,0,0.4170096852300242,0.4107458337127767,0.4107458337127767,6,6,2,4,0.01436802250243804,0.006437715441453889
c06_s03_cov100_seed00000017_bw010,c06_s03_cov100_seed00000017,flip,fast_gate,6,3,1.0,0.1,17,X,Y,6,2,6,0.6666666666666666,2,"C00,W",True,4,ok,e1_ladder,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)","(('C00', 'Y'), ('C02', 'C05'), ('C04', 'X'), ('W', 'Y'), ('X', 'Y'))",0.0009407079999164125,0.012915249999991829,0.013855957999908242,,8,24,8,0,0.5650000000000001,0.5673366834170854,0.5673366834170854,6,6,3,5,0.014811313243598627,0.006699999156155463
c06_s03_cov100_seed00000019_bw010,c06_s03_cov100_seed00000019,flip,fast_gate,6,3,1.0,0.1,19,X,Y,6,2,6,0.6666666666666666,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C00 C02->C04 C02->C05 C04->C05 W->Y X->Y C01-C02 C02-X,0.0005876249999801075,0.0,0.0005876249999801075,,3,16,7,0,0.9375829034635224,0.9245714584805423,0.9245714584805423,6,6,2,4,0.013557886120253299,0.006357533920730723
c06_s03_cov100_seed00000020_bw010,c06_s03_cov100_seed00000020,flip,fast_gate,6,3,1.0,0.1,20,X,Y,6,2,6,0.6666666666666666,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C05 C00->Y C01->C00 C01->C05 W->Y X->C04 X->Y C01-C02 C02-X,0.00046137499998621934,0.0,0.00046137499998621934,,2,11,5,0,0.39448275862068966,0.386442854522106,0.386442854522106,6,6,2,4,0.01358567774420161,0.0063405202771845874
c06_s03_cov100_seed00000021_bw010,c06_s03_cov100_seed00000021,flip,fast_gate,6,3,1.0,0.1,21,X,Y,5,0,5,0.625,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C04 W->Y X->C05 X->Y C00-C01 C01-C02 C02-X,0.0006354160000228148,0.0,0.0006354160000228148,,4,15,6,0,0.5,0.5,0.5,5,5,3,4,0.0,0.0
c06_s03_cov100_seed00000022_bw010,c06_s03_cov100_seed00000022,flip,fast_gate,6,3,1.0,0.1,22,X,Y,7,2,7,0.7,2,"C00,W",True,4,ok,e1_ladder,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)","(('C00', 'C05'), ('C00', 'Y'), ('C01', 'C05'), ('C04', 'X'), ('W', 'Y'), ('X', 'Y'))",0.002392333999978291,0.01872862499999428,0.021120958999972572,,18,55,18,0,0.55625,0.5534722222222223,0.5534722222222223,7,7,5,6,0.008769509500251425,0.004156607585151744
c06_s03_cov100_seed00000023_bw010,c06_s03_cov100_seed00000023,flip,fast_gate,6,3,1.0,0.1,23,X,Y,6,2,6,0.6666666666666666,2,"C00,W",True,4,ok,e1_ladder,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)","(('C00', 'C04'), ('C00', 'Y'), ('C05', 'X'), ('W', 'Y'), ('X', 'Y'))",0.0015822909999769763,0.0143502079999962,0.015932498999973177,,12,37,12,0,0.5,0.5,0.5,6,6,3,5,0.0,0.0
c06_s03_cov100_seed00000024_bw010,c06_s03_cov100_seed00000024,flip,fast_gate,6,3,1.0,0.1,24,X,Y,5,0,5,0.625,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C04 C01->C05 W->Y X->Y C00-C01 C01-C02 C02-X,0.0007917090000546523,0.0,0.0007917090000546523,,5,18,9,0,0.5,0.5,0.5,5,5,2,3,0.0,0.0
c06_s05_cov100_seed00000000_bw010,c06_s05_cov100_seed00000000,flip,fast_gate,6,5,1.0,0.1,0,X,Y,5,0,5,0.625,2,"C00,W",True,5,ok,e1_ladder,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)","(('C00', 'Y'), ('W', 'Y'), ('X', 'Y'))",0.0005588750000242726,0.01194045800002641,0.012499333000050683,,4,12,4,0,0.9,0.9,0.9,5,5,3,5,0.0,0.0
c06_s05_cov100_seed00000001_bw010,c06_s05_cov100_seed00000001,flip,fast_gate,6,5,1.0,0.1,1,X,Y,5,0,5,0.625,2,"C00,W",True,5,ok,e1_ladder,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)","(('C00', 'Y'), ('W', 'Y'), ('X', 'Y'))",0.0003868750000037835,0.012187166999979127,0.01257404199998291,,4,12,4,0,0.9,0.9,0.9,5,5,3,5,0.0,0.0
c06_s05_cov100_seed00000002_bw010,c06_s05_cov100_seed00000002,flip,fast_gate,6,5,1.0,0.1,2,X,Y,5,0,5,0.625,2,"C00,W",True,5,ok,e1_ladder,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)","(('C00', 'Y'), ('W', 'Y'), ('X', 'Y'))",0.0004639580000684873,0.011991374999979598,0.012455333000048086,,4,12,4,0,0.9,0.9,0.9,5,5,3,5,0.0,0.0
c06_s05_cov100_seed00000003_bw010,c06_s05_cov100_seed00000003,flip,fast_gate,6,5,1.0,0.1,3,X,Y,5,0,5,0.625,2,"C00,W",True,5,ok,e1_ladder,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)","(('C00', 'Y'), ('W', 'Y'), ('X', 'Y'))",0.00038633299993762193,0.011763166000037018,0.01214949899997464,,4,12,4,0,0.9,0.9,0.9,5,5,3,5,0.0,0.0
c06_s05_cov100_seed00000004_bw010,c06_s05_cov100_seed00000004,flip,fast_gate,6,5,1.0,0.1,4,X,Y,5,0,5,0.625,2,"C00,W",True,5,ok,e1_ladder,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)","(('C00', 'Y'), ('W', 'Y'), ('X', 'Y'))",0.0003904170000623708,0.011653874999979053,0.012044292000041423,,4,12,4,0,0.9,0.9,0.9,5,5,3,5,0.0,0.0
c06_s05_cov100_seed00000005_bw010,c06_s05_cov100_seed00000005,flip,fast_gate,6,5,1.0,0.1,5,X,Y,5,0,5,0.625,2,"C00,W",True,5,ok,e1_ladder,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)","(('C00', 'Y'), ('W', 'Y'), ('X', 'Y'))",0.0003866250000328364,0.011749749999921733,0.012136374999954569,,4,12,4,0,0.9,0.9,0.9,5,5,3,5,0.0,0.0
c06_s05_cov100_seed00000006_bw010,c06_s05_cov100_seed00000006,flip,fast_gate,6,5,1.0,0.1,6,X,Y,5,0,5,0.625,2,"C00,W",True,5,ok,e1_ladder,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)","(('C00', 'Y'), ('W', 'Y'), ('X', 'Y'))",0.00039595800001279713,0.011651540999991994,0.012047499000004791,,4,12,4,0,0.9,0.9,0.9,5,5,4,5,0.0,0.0
c06_s05_cov100_seed00000007_bw010,c06_s05_cov100_seed00000007,flip,fast_gate,6,5,1.0,0.1,7,X,Y,5,0,5,0.625,2,"C00,W",True,5,ok,e1_ladder,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)","(('C00', 'Y'), ('W', 'Y'), ('X', 'Y'))",0.0003842090000034659,0.012228083000081824,0.01261229200008529,,4,12,4,0,0.9,0.9,0.9,5,5,3,5,0.0,0.0
c06_s05_cov100_seed00000008_bw010,c06_s05_cov100_seed00000008,flip,fast_gate,6,5,1.0,0.1,8,X,Y,5,0,5,0.625,2,"C00,W",True,5,ok,e1_ladder,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)","(('C00', 'Y'), ('W', 'Y'), ('X', 'Y'))",0.0003994999999576976,0.012505749999945692,0.01290524999990339,,4,12,4,0,0.9,0.9,0.9,5,5,4,5,0.0,0.0
c06_s05_cov100_seed00000009_bw010,c06_s05_cov100_seed00000009,flip,fast_gate,6,5,1.0,0.1,9,X,Y,5,0,5,0.625,2,"C00,W",True,5,ok,e1_ladder,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)","(('C00', 'Y'), ('W', 'Y'), ('X', 'Y'))",0.00038499999993746314,0.011847750000015367,0.01223274999995283,,4,12,4,0,0.9,0.9,0.9,5,5,3,5,0.0,0.0
c06_s05_cov100_seed00000010_bw010,c06_s05_cov100_seed00000010,flip,fast_gate,6,5,1.0,0.1,10,X,Y,5,0,5,0.625,2,"C00,W",True,5,ok,e1_ladder,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)","(('C00', 'Y'), ('W', 'Y'), ('X', 'Y'))",0.00037441699998908007,0.011652291000018522,0.012026708000007602,,4,12,4,0,0.9,0.9,0.9,5,5,3,5,0.0,0.0
