network,tier,x,y,arm,rep,true_dag_on_path,chat_source_sha256,generating_dag_sha256,k_sha256,n_k,status,committed_verdict,z_size,g0_undirected,k_g0,separation,separation_status,component_size,r_claim,r_claim_status,r_id,r_hop,hop_method,hop_exact,hop_lower_bound,phi_1,witness,n_wrong_claims,n_omitted,z_valid_at_truth,z_backdoor_at_truth,severity,bucket_B2_free_rule,bucket_B4_kg0,bucket_B5_k,bucket_B6_hop,bucket_B7_claim,cpdag_source,truth_status,truth_extends_g0,n_claims_on_absent_edges,y_true_descendant,r_cert_claim,panel_n,beta_hat,true_effect,bias_abs,se_fwl,band_lo,band_hi,band_covers_truth
arth150,T3,640,181,D_LLM,0,false,88b0c645ffbeee7e,fe0383023632e970,9e7ec4c8ba9771db,5,not_amenable,not_amenable,,25,16,,,,,,,,,,,,,,,,,,,,,,,pc_fisherz_n5000,y_not_true_descendant,0,0,0,,,,,,,,,
arth150,T3,677,623,D_LLM,0,false,88b0c645ffbeee7e,fe0383023632e970,9e7ec4c8ba9771db,5,ok,closed_form,12,25,16,,no_z_member_in_component,8,,gt_3,,-1,local_up_fast_budget,0,4,0.0,,3,8,0,0,validity,safe,dangerous,dangerous,dangerous,dangerous,pc_fisherz_n5000,y_not_true_descendant,0,0,0,4,5000,-0.003995,0.0,0.003995,0.00712,-0.017951,0.00996,1
arth150,T3,714,281,D_LLM,0,false,88b0c645ffbeee7e,fe0383023632e970,9e7ec4c8ba9771db,5,ok,closed_form,1,25,16,,no_z_member_in_component,8,,gt_3,,-1,local_up_fast_budget,0,4,0.0,,3,8,0,0,validity,safe,dangerous,dangerous,dangerous,dangerous,pc_fisherz_n5000,y_not_true_descendant,0,0,0,4,5000,-0.172107,0.0,0.172107,0.018807,-0.208967,-0.135246,0
arth150,T3,738,198,D_LLM,0,false,88b0c645ffbeee7e,fe0383023632e970,9e7ec4c8ba9771db,5,ok,closed_form,1,25,16,,no_z_member_in_component,8,1,exact,1,2,local_up_fast,1,,0.2,209->738,3,5,1,1,efficiency,slack,held,held,slack,slack,pc_fisherz_n5000,y_not_true_descendant,0,0,0,1,5000,0.007394,0.0,0.007394,0.013683,-0.019425,0.034213,1
arth150,T3,781,256,D_LLM,0,false,88b0c645ffbeee7e,fe0383023632e970,9e7ec4c8ba9771db,5,not_amenable,not_amenable,,25,16,,,,,,,,,,,,,,,,,,,,,,,pc_fisherz_n5000,y_not_true_descendant,0,0,0,,,,,,,,,
arth150,T3,783,558,D_LLM,0,false,88b0c645ffbeee7e,fe0383023632e970,9e7ec4c8ba9771db,5,not_amenable,not_amenable,,25,16,,,,,,,,,,,,,,,,,,,,,,,pc_fisherz_n5000,ok,0,0,1,,,,,,,,,
arth150,T3,100,245,D_RAND,0,false,88b0c645ffbeee7e,fe0383023632e970,3ac12d9fb6a9dd35,5,not_amenable,not_amenable,,35,6,,,,,,,,,,,,,,,,,,,,,,,pc_fisherz_n5000,ok,0,0,1,,,,,,,,,
arth150,T3,187,269,D_RAND,0,false,88b0c645ffbeee7e,fe0383023632e970,3ac12d9fb6a9dd35,5,not_amenable,not_amenable,,35,6,,,,,,,,,,,,,,,,,,,,,,,pc_fisherz_n5000,y_not_true_descendant,0,0,0,,,,,,,,,
arth150,T3,20,38,D_RAND,0,false,88b0c645ffbeee7e,fe0383023632e970,3ac12d9fb6a9dd35,5,not_amenable,not_amenable,,35,6,,,,,,,,,,,,,,,,,,,,,,,pc_fisherz_n5000,y_not_true_descendant,0,0,0,,,,,,,,,
arth150,T3,226,161,D_RAND,0,false,88b0c645ffbeee7e,fe0383023632e970,3ac12d9fb6a9dd35,5,y_not_possible_descendant,y_not_possible_descendant,,35,6,,,,,,,,,,,,,,,,,,,,,,,pc_fisherz_n5000,y_not_true_descendant,0,0,0,,,,,,,,,
arth150,T3,26,342,D_RAND,0,false,88b0c645ffbeee7e,fe0383023632e970,3ac12d9fb6a9dd35,5,not_amenable,not_amenable,,35,6,,,,,,,,,,,,,,,,,,,,,,,pc_fisherz_n5000,y_not_true_descendant,0,0,0,,,,,,,,,
arth150,T3,269,598,D_RAND,0,false,88b0c645ffbeee7e,fe0383023632e970,3ac12d9fb6a9dd35,5,not_amenable,not_amenable,,35,6,,,,,,,,,,,,,,,,,,,,,,,pc_fisherz_n5000,y_not_true_descendant,0,0,0,,,,,,,,,
arth150,T3,331,570,D_RAND,0,false,88b0c645ffbeee7e,fe0383023632e970,3ac12d9fb6a9dd35,5,ok,closed_form,12,35,6,,no_z_member_in_component,8,,gt_3,,-1,local_up_fast_budget,0,7,0.0,,0,8,0,0,validity,dangerous,dangerous,dangerous,dangerous,dangerous,pc_fisherz_n5000,y_not_true_descendant,0,0,0,4,5000,-0.033307,0.0,0.033307,0.005267,-0.043629,-0.022985,0
arth150,T3,422,598,D_RAND,0,false,88b0c645ffbeee7e,fe0383023632e970,3ac12d9fb6a9dd35,5,ok,closed_form,12,35,6,,no_z_member_in_component,8,,gt_3,,-1,local_up_fast_budget,0,7,0.0,,0,8,0,0,validity,dangerous,dangerous,dangerous,dangerous,dangerous,pc_fisherz_n5000,ok,0,0,1,4,5000,-0.108353,-0.188176,0.079823,0.025167,-0.157681,-0.059026,0
arth150,T3,454,38,D_RAND,0,false,88b0c645ffbeee7e,fe0383023632e970,3ac12d9fb6a9dd35,5,not_amenable,not_amenable,,35,6,,,,,,,,,,,,,,,,,,,,,,,pc_fisherz_n5000,y_not_true_descendant,0,0,0,,,,,,,,,
arth150,T3,480,570,D_RAND,0,false,88b0c645ffbeee7e,fe0383023632e970,3ac12d9fb6a9dd35,5,y_not_possible_descendant,y_not_possible_descendant,,35,6,,,,,,,,,,,,,,,,,,,,,,,pc_fisherz_n5000,y_not_true_descendant,0,0,0,,,,,,,,,
arth150,T3,540,636,D_RAND,0,false,88b0c645ffbeee7e,fe0383023632e970,3ac12d9fb6a9dd35,5,not_amenable,not_amenable,,35,6,,,,,,,,,,,,,,,,,,,,,,,pc_fisherz_n5000,y_not_true_descendant,0,0,0,,,,,,,,,
arth150,T3,573,181,D_RAND,0,false,88b0c645ffbeee7e,fe0383023632e970,3ac12d9fb6a9dd35,5,not_amenable,not_amenable,,35,6,,,,,,,,,,,,,,,,,,,,,,,pc_fisherz_n5000,y_not_true_descendant,0,0,0,,,,,,,,,
arth150,T3,596,93,D_RAND,0,false,88b0c645ffbeee7e,fe0383023632e970,3ac12d9fb6a9dd35,5,not_amenable,not_amenable,,35,6,,,,,,,,,,,,,,,,,,,,,,,pc_fisherz_n5000,y_not_true_descendant,0,0,0,,,,,,,,,
arth150,T3,629,281,D_RAND,0,false,88b0c645ffbeee7e,fe0383023632e970,3ac12d9fb6a9dd35,5,ok,closed_form,1,35,6,,no_z_member_in_component,8,,gt_3,,-1,local_up_fast_budget,0,7,0.0,,0,8,0,0,validity,dangerous,dangerous,dangerous,dangerous,dangerous,pc_fisherz_n5000,y_not_true_descendant,0,0,0,4,5000,-0.183469,0.0,0.183469,0.015289,-0.213435,-0.153502,0
arth150,T3,640,181,D_RAND,0,false,88b0c645ffbeee7e,fe0383023632e970,3ac12d9fb6a9dd35,5,not_amenable,not_amenable,,35,6,,,,,,,,,,,,,,,,,,,,,,,pc_fisherz_n5000,y_not_true_descendant,0,0,0,,,,,,,,,
arth150,T3,677,623,D_RAND,0,false,88b0c645ffbeee7e,fe0383023632e970,3ac12d9fb6a9dd35,5,ok,closed_form,12,35,6,,no_z_member_in_component,8,,gt_3,,-1,local_up_fast_budget,0,7,0.0,,0,8,0,0,validity,dangerous,dangerous,dangerous,dangerous,dangerous,pc_fisherz_n5000,y_not_true_descendant,0,0,0,4,5000,-0.003995,0.0,0.003995,0.00712,-0.017951,0.00996,1
arth150,T3,714,281,D_RAND,0,false,88b0c645ffbeee7e,fe0383023632e970,3ac12d9fb6a9dd35,5,ok,closed_form,1,35,6,,no_z_member_in_component,8,,gt_3,,-1,local_up_fast_budget,0,7,0.0,,0,8,0,0,validity,dangerous,dangerous,dangerous,dangerous,dangerous,pc_fisherz_n5000,y_not_true_descendant,0,0,0,4,5000,-0.172107,0.0,0.172107,0.018807,-0.208967,-0.135246,0
arth150,T3,738,198,D_RAND,0,false,88b0c645ffbeee7e,fe0383023632e970,3ac12d9fb6a9dd35,5,not_amenable,not_amenable,,35,6,,,,,,,,,,,,,,,,,,,,,,,pc_fisherz_n5000,y_not_true_descendant,0,0,0,,,,,,,,,
arth150,T3,781,256,D_RAND,0,false,88b0c645ffbeee7e,fe0383023632e970,3ac12d9fb6a9dd35,5,not_amenable,not_amenable,,35,6,,,,,,,,,,,,,,,,,,,,,,,pc_fisherz_n5000,y_not_true_descendant,0,0,0,,,,,,,,,
arth150,T3,783,558,D_RAND,0,false,88b0c645ffbeee7e,fe0383023632e970,3ac12d9fb6a9dd35,5,not_amenable,not_amenable,,35,6,,,,,,,,,,,,,,,,,,,,,,,pc_fisherz_n5000,ok,0,0,1,,,,,,,,,
arth150,T3,100,245,D_RAND,1,false,88b0c645ffbeee7e,fe0383023632e970,9fdf4bae50893a12,5,not_amenable,not_amenable,,24,17,,,,,,,,,,,,,,,,,,,,,,,pc_fisherz_n5000,ok,0,0,1,,,,,,,,,
arth150,T3,187,269,D_RAND,1,false,88b0c645ffbeee7e,fe0383023632e970,9fdf4bae50893a12,5,not_amenable,not_amenable,,24,17,,,,,,,,,,,,,,,,,,,,,,,pc_fisherz_n5000,y_not_true_descendant,0,0,0,,,,,,,,,
arth150,T3,20,38,D_RAND,1,false,88b0c645ffbeee7e,fe0383023632e970,9fdf4bae50893a12,5,not_amenable,not_amenable,,24,17,,,,,,,,,,,,,,,,,,,,,,,pc_fisherz_n5000,y_not_true_descendant,0,0,0,,,,,,,,,
arth150,T3,226,161,D_RAND,1,false,88b0c645ffbeee7e,fe0383023632e970,9fdf4bae50893a12,5,y_not_possible_descendant,y_not_possible_descendant,,24,17,,,,,,,,,,,,,,,,,,,,,,,pc_fisherz_n5000,y_not_true_descendant,0,0,0,,,,,,,,,
arth150,T3,26,342,D_RAND,1,false,88b0c645ffbeee7e,fe0383023632e970,9fdf4bae50893a12,5,not_amenable,not_amenable,,24,17,,,,,,,,,,,,,,,,,,,,,,,pc_fisherz_n5000,y_not_true_descendant,0,0,0,,,,,,,,,
arth150,T3,269,598,D_RAND,1,false,88b0c645ffbeee7e,fe0383023632e970,9fdf4bae50893a12,5,not_amenable,not_amenable,,24,17,,,,,,,,,,,,,,,,,,,,,,,pc_fisherz_n5000,y_not_true_descendant,0,0,0,,,,,,,,,
arth150,T3,331,570,D_RAND,1,false,88b0c645ffbeee7e,fe0383023632e970,9fdf4bae50893a12,5,ok,closed_form,12,24,17,,no_z_member_in_component,8,,gt_3,,-1,local_up_fast_budget,0,4,0.0,,2,8,0,0,validity,safe,dangerous,dangerous,dangerous,dangerous,pc_fisherz_n5000,y_not_true_descendant,0,0,0,4,5000,-0.033307,0.0,0.033307,0.005267,-0.043629,-0.022985,0
arth150,T3,422,598,D_RAND,1,false,88b0c645ffbeee7e,fe0383023632e970,9fdf4bae50893a12,5,ok,closed_form,12,24,17,,no_z_member_in_component,8,,gt_3,,-1,local_up_fast_budget,0,4,0.0,,2,8,0,0,validity,safe,dangerous,dangerous,dangerous,dangerous,pc_fisherz_n5000,ok,0,0,1,4,5000,-0.108353,-0.188176,0.079823,0.025167,-0.157681,-0.059026,0
arth150,T3,454,38,D_RAND,1,false,88b0c645ffbeee7e,fe0383023632e970,9fdf4bae50893a12,5,not_amenable,not_amenable,,24,17,,,,,,,,,,,,,,,,,,,,,,,pc_fisherz_n5000,y_not_true_descendant,0,0,0,,,,,,,,,
arth150,T3,480,570,D_RAND,1,false,88b0c645ffbeee7e,fe0383023632e970,9fdf4bae50893a12,5,y_not_possible_descendant,y_not_possible_descendant,,24,17,,,,,,,,,,,,,,,,,,,,,,,pc_fisherz_n5000,y_not_true_descendant,0,0,0,,,,,,,,,
arth150,T3,540,636,D_RAND,1,false,88b0c645ffbeee7e,fe0383023632e970,9fdf4bae50893a12,5,y_not_possible_descendant,y_not_possible_descendant,,24,17,,,,,,,,,,,,,,,,,,,,,,,pc_fisherz_n5000,y_not_true_descendant,0,0,0,,,,,,,,,
arth150,T3,573,181,D_RAND,1,false,88b0c645ffbeee7e,fe0383023632e970,9fdf4bae50893a12,5,not_amenable,not_amenable,,24,17,,,,,,,,,,,,,,,,,,,,,,,pc_fisherz_n5000,y_not_true_descendant,0,0,0,,,,,,,,,
arth150,T3,596,93,D_RAND,1,false,88b0c645ffbeee7e,fe0383023632e970,9fdf4bae50893a12,5,y_not_possible_descendant,y_not_possible_descendant,,24,17,,,,,,,,,,,,,,,,,,,,,,,pc_fisherz_n5000,y_not_true_descendant,0,0,0,,,,,,,,,
arth150,T3,629,281,D_RAND,1,false,88b0c645ffbeee7e,fe0383023632e970,9fdf4bae50893a12,5,ok,closed_form,1,24,17,,no_z_member_in_component,8,,gt_3,,-1,local_up_fast_budget,0,4,0.0,,2,8,0,0,validity,safe,dangerous,dangerous,dangerous,dangerous,pc_fisherz_n5000,y_not_true_descendant,0,0,0,4,5000,-0.183469,0.0,0.183469,0.015289,-0.213435,-0.153502,0
arth150,T3,640,181,D_RAND,1,false,88b0c645ffbeee7e,fe0383023632e970,9fdf4bae50893a12,5,not_amenable,not_amenable,,24,17,,,,,,,,,,,,,,,,,,,,,,,pc_fisherz_n5000,y_not_true_descendant,0,0,0,,,,,,,,,
arth150,T3,677,623,D_RAND,1,false,88b0c645ffbeee7e,fe0383023632e970,9fdf4bae50893a12,5,ok,closed_form,12,24,17,,no_z_member_in_component,8,,gt_3,,-1,local_up_fast_budget,0,4,0.0,,2,8,0,0,validity,safe,dangerous,dangerous,dangerous,dangerous,pc_fisherz_n5000,y_not_true_descendant,0,0,0,4,5000,-0.003995,0.0,0.003995,0.00712,-0.017951,0.00996,1
arth150,T3,714,281,D_RAND,1,false,88b0c645ffbeee7e,fe0383023632e970,9fdf4bae50893a12,5,ok,closed_form,1,24,17,,no_z_member_in_component,8,,gt_3,,-1,local_up_fast_budget,0,4,0.0,,2,8,0,0,validity,safe,dangerous,dangerous,dangerous,dangerous,pc_fisherz_n5000,y_not_true_descendant,0,0,0,4,5000,-0.172107,0.0,0.172107,0.018807,-0.208967,-0.135246,0
arth150,T3,738,198,D_RAND,1,false,88b0c645ffbeee7e,fe0383023632e970,9fdf4bae50893a12,5,ok,closed_form,1,24,17,,no_z_member_in_component,8,1,exact,1,2,local_up_fast,1,,0.2,86->738,2,5,1,1,efficiency,slack,held,held,slack,slack,pc_fisherz_n5000,y_not_true_descendant,0,0,0,1,5000,0.007394,0.0,0.007394,0.013683,-0.019425,0.034213,1
arth150,T3,781,256,D_RAND,1,false,88b0c645ffbeee7e,fe0383023632e970,9fdf4bae50893a12,5,not_amenable,not_amenable,,24,17,,,,,,,,,,,,,,,,,,,,,,,pc_fisherz_n5000,y_not_true_descendant,0,0,0,,,,,,,,,
arth150,T3,783,558,D_RAND,1,false,88b0c645ffbeee7e,fe0383023632e970,9fdf4bae50893a12,5,not_amenable,not_amenable,,24,17,,,,,,,,,,,,,,,,,,,,,,,pc_fisherz_n5000,ok,0,0,1,,,,,,,,,
arth150,T3,100,245,D_RAND,2,false,88b0c645ffbeee7e,fe0383023632e970,909c1264de8938ae,5,not_amenable,not_amenable,,14,27,,,,,,,,,,,,,,,,,,,,,,,pc_fisherz_n5000,ok,0,0,1,,,,,,,,,
arth150,T3,187,269,D_RAND,2,false,88b0c645ffbeee7e,fe0383023632e970,909c1264de8938ae,5,y_not_possible_descendant,y_not_possible_descendant,,14,27,,,,,,,,,,,,,,,,,,,,,,,pc_fisherz_n5000,y_not_true_descendant,0,0,0,,,,,,,,,
arth150,T3,20,38,D_RAND,2,false,88b0c645ffbeee7e,fe0383023632e970,909c1264de8938ae,5,y_not_possible_descendant,y_not_possible_descendant,,14,27,,,,,,,,,,,,,,,,,,,,,,,pc_fisherz_n5000,y_not_true_descendant,0,0,0,,,,,,,,,
arth150,T3,226,161,D_RAND,2,false,88b0c645ffbeee7e,fe0383023632e970,909c1264de8938ae,5,ok,closed_form,3,14,27,,no_z_member_in_component,13,1,exact,1,1,local_up_fast,1,,0.2,226->573,3,11,0,0,validity,safe,dangerous,dangerous,safe,safe,pc_fisherz_n5000,y_not_true_descendant,0,0,0,1,5000,-0.005261,0.0,0.005261,0.012724,-0.0302,0.019678,1
arth150,T3,26,342,D_RAND,2,false,88b0c645ffbeee7e,fe0383023632e970,909c1264de8938ae,5,y_not_possible_descendant,y_not_possible_descendant,,14,27,,,,,,,,,,,,,,,,,,,,,,,pc_fisherz_n5000,y_not_true_descendant,0,0,0,,,,,,,,,
arth150,T3,269,598,D_RAND,2,false,88b0c645ffbeee7e,fe0383023632e970,909c1264de8938ae,5,y_not_possible_descendant,y_not_possible_descendant,,14,27,,,,,,,,,,,,,,,,,,,,,,,pc_fisherz_n5000,y_not_true_descendant,0,0,0,,,,,,,,,
arth150,T3,331,570,D_RAND,2,false,88b0c645ffbeee7e,fe0383023632e970,909c1264de8938ae,5,ok,closed_form,12,14,27,,no_z_member_in_component,8,,gt_3,,-1,local_up_fast_budget,0,4,0.0,,3,8,0,0,validity,safe,dangerous,dangerous,dangerous,dangerous,pc_fisherz_n5000,y_not_true_descendant,0,0,0,4,5000,-0.033307,0.0,0.033307,0.005267,-0.043629,-0.022985,0
arth150,T3,422,598,D_RAND,2,false,88b0c645ffbeee7e,fe0383023632e970,909c1264de8938ae,5,ok,closed_form,12,14,27,,no_z_member_in_component,8,,gt_3,,-1,local_up_fast_budget,0,4,0.0,,3,8,0,0,validity,safe,dangerous,dangerous,dangerous,dangerous,pc_fisherz_n5000,ok,0,0,1,4,5000,-0.108353,-0.188176,0.079823,0.025167,-0.157681,-0.059026,0
arth150,T3,454,38,D_RAND,2,false,88b0c645ffbeee7e,fe0383023632e970,909c1264de8938ae,5,y_not_possible_descendant,y_not_possible_descendant,,14,27,,,,,,,,,,,,,,,,,,,,,,,pc_fisherz_n5000,y_not_true_descendant,0,0,0,,,,,,,,,
arth150,T3,480,570,D_RAND,2,false,88b0c645ffbeee7e,fe0383023632e970,909c1264de8938ae,5,y_not_possible_descendant,y_not_possible_descendant,,14,27,,,,,,,,,,,,,,,,,,,,,,,pc_fisherz_n5000,y_not_true_descendant,0,0,0,,,,,,,,,
arth150,T3,540,636,D_RAND,2,false,88b0c645ffbeee7e,fe0383023632e970,909c1264de8938ae,5,y_not_possible_descendant,y_not_possible_descendant,,14,27,,,,,,,,,,,,,,,,,,,,,,,pc_fisherz_n5000,y_not_true_descendant,0,0,0,,,,,,,,,
arth150,T3,573,181,D_RAND,2,false,88b0c645ffbeee7e,fe0383023632e970,909c1264de8938ae,5,ok,closed_form,1,14,27,,no_z_member_in_component,13,1,exact,1,2,local_up_fast,1,,0.2,226->573,3,11,0,0,validity,safe,dangerous,dangerous,safe,safe,pc_fisherz_n5000,y_not_true_descendant,0,0,0,1,5000,-0.120106,0.0,0.120106,0.008662,-0.137083,-0.10313,0
arth150,T3,596,93,D_RAND,2,false,88b0c645ffbeee7e,fe0383023632e970,909c1264de8938ae,5,y_not_possible_descendant,y_not_possible_descendant,,14,27,,,,,,,,,,,,,,,,,,,,,,,pc_fisherz_n5000,y_not_true_descendant,0,0,0,,,,,,,,,
arth150,T3,629,281,D_RAND,2,false,88b0c645ffbeee7e,fe0383023632e970,909c1264de8938ae,5,ok,closed_form,1,14,27,,no_z_member_in_component,8,,gt_3,,-1,local_up_fast_budget,0,4,0.0,,3,8,0,0,validity,safe,dangerous,dangerous,dangerous,dangerous,pc_fisherz_n5000,y_not_true_descendant,0,0,0,4,5000,-0.183469,0.0,0.183469,0.015289,-0.213435,-0.153502,0
arth150,T3,640,181,D_RAND,2,false,88b0c645ffbeee7e,fe0383023632e970,909c1264de8938ae,5,y_not_possible_descendant,y_not_possible_descendant,,14,27,,,,,,,,,,,,,,,,,,,,,,,pc_fisherz_n5000,y_not_true_descendant,0,0,0,,,,,,,,,
arth150,T3,677,623,D_RAND,2,false,88b0c645ffbeee7e,fe0383023632e970,909c1264de8938ae,5,ok,closed_form,12,14,27,,no_z_member_in_component,8,,gt_3,,-1,local_up_fast_budget,0,4,0.0,,3,8,0,0,validity,safe,dangerous,dangerous,dangerous,dangerous,pc_fisherz_n5000,y_not_true_descendant,0,0,0,4,5000,-0.003995,0.0,0.003995,0.00712,-0.017951,0.00996,1
arth150,T3,714,281,D_RAND,2,false,88b0c645ffbeee7e,fe0383023632e970,909c1264de8938ae,5,ok,closed_form,1,14,27,,no_z_member_in_component,8,,gt_3,,-1,local_up_fast_budget,0,4,0.0,,3,8,0,0,validity,safe,dangerous,dangerous,dangerous,dangerous,pc_fisherz_n5000,y_not_true_descendant,0,0,0,4,5000,-0.172107,0.0,0.172107,0.018807,-0.208967,-0.135246,0
arth150,T3,738,198,D_RAND,2,false,88b0c645ffbeee7e,fe0383023632e970,909c1264de8938ae,5,ok,closed_form,1,14,27,,no_z_member_in_component,8,1,exact,1,2,local_up_fast,1,,0.2,209->738,3,5,1,1,efficiency,slack,held,held,slack,slack,pc_fisherz_n5000,y_not_true_descendant,0,0,0,1,5000,0.007394,0.0,0.007394,0.013683,-0.019425,0.034213,1
arth150,T3,781,256,D_RAND,2,false,88b0c645ffbeee7e,fe0383023632e970,909c1264de8938ae,5,ok,closed_form,4,14,27,,no_z_member_in_component,13,1,exact,1,3,local_up_fast,1,,0.2,226->573,3,11,0,0,validity,safe,dangerous,dangerous,safe,safe,pc_fisherz_n5000,y_not_true_descendant,0,0,0,1,5000,-0.031738,0.0,0.031738,0.014314,-0.059793,-0.003683,0
arth150,T3,783,558,D_RAND,2,false,88b0c645ffbeee7e,fe0383023632e970,909c1264de8938ae,5,ok,closed_form,3,14,27,,no_z_member_in_component,13,1,exact,1,-1,local_up_fast_budget,0,4,0.2,226->573,3,11,0,0,validity,safe,dangerous,dangerous,dangerous,safe,pc_fisherz_n5000,ok,0,0,1,1,5000,0.010878,0.0181,0.007222,0.003933,0.00317,0.018586,1
arth150,T3,100,245,D_DEGEN,0,false,88b0c645ffbeee7e,fe0383023632e970,4f53cda18c2baa0c,0,not_amenable,not_amenable,,41,0,,,,,,,,,,,,,,,,,,,,,,,pc_fisherz_n5000,ok,0,0,1,,,,,,,,,
arth150,T3,187,269,D_DEGEN,0,false,88b0c645ffbeee7e,fe0383023632e970,4f53cda18c2baa0c,0,not_amenable,not_amenable,,41,0,,,,,,,,,,,,,,,,,,,,,,,pc_fisherz_n5000,y_not_true_descendant,0,0,0,,,,,,,,,
