network,tier,x,y,arm,rep,true_dag_on_path,chat_source_sha256,generating_dag_sha256,k_sha256,n_k,status,committed_verdict,z_size,g0_undirected,k_g0,separation,separation_status,component_size,r_claim,r_claim_status,r_id,r_hop,hop_method,hop_exact,hop_lower_bound,phi_1,witness,n_wrong_claims,n_omitted,z_valid_at_truth,z_backdoor_at_truth,severity,bucket_B2_free_rule,bucket_B4_kg0,bucket_B5_k,bucket_B6_hop,bucket_B7_claim
Shrier_2008,T2,Genetics,NeuromuscularFatigue,D_LLM_PLUS_ANC,0,via_Chat_only,1c4437bbb985a8e7,2114fd54613aee92,61b26382a978817b,3,ok,closed_form,1,0,3,,no_z_member_in_component,3,1,exact,1,1,local_up_fast,1,,0.3333,Genetics->ConnectiveTissueDisorder,0,0,1,1,benign,held,held,held,held,held
Shrier_2008,T2,Genetics,TissueWeakness,D_LLM_PLUS_ANC,0,via_Chat_only,1c4437bbb985a8e7,2114fd54613aee92,61b26382a978817b,3,ok,closed_form,0,0,3,,no_z_member_in_component,3,1,exact,1,1,local_up_fast,1,,0.3333,Genetics->ConnectiveTissueDisorder,0,0,1,1,benign,held,held,held,held,held
Shrier_2008,T2,TeamMotivation,Coach,D_LLM_PLUS_ANC,0,via_Chat_only,1c4437bbb985a8e7,2114fd54613aee92,61b26382a978817b,3,y_not_possible_descendant,y_not_possible_descendant,,0,3,,,,,,,,,,,,,,,,,,,,,,
Shrier_2008,T2,TeamMotivation,Injury,D_LLM_PLUS_ANC,0,via_Chat_only,1c4437bbb985a8e7,2114fd54613aee92,61b26382a978817b,3,ok,closed_form,4,0,3,,no_z_member_in_component,2,1,exact,1,1,local_up_fast,1,,0.3333,Coach->TeamMotivation,0,0,1,1,benign,held,held,held,held,held
Shrier_2008,T2,TeamMotivation,NeuromuscularFatigue,D_LLM_PLUS_ANC,0,via_Chat_only,1c4437bbb985a8e7,2114fd54613aee92,61b26382a978817b,3,y_not_possible_descendant,y_not_possible_descendant,,0,3,,,,,,,,,,,,,,,,,,,,,,
Shrier_2008,T2,TeamMotivation,PreviousInjury,D_LLM_PLUS_ANC,0,via_Chat_only,1c4437bbb985a8e7,2114fd54613aee92,61b26382a978817b,3,ok,closed_form,1,0,3,,no_z_member_in_component,2,,unreached,,-1,e1_ladder,1,,0.0,,0,0,1,1,benign,held,held,held,held,held
Shrier_2008,T2,TissueWeakness,ConnectiveTissueDisorder,D_LLM_PLUS_ANC,0,via_Chat_only,1c4437bbb985a8e7,2114fd54613aee92,61b26382a978817b,3,y_not_possible_descendant,y_not_possible_descendant,,0,3,,,,,,,,,,,,,,,,,,,,,,
Shrier_2008,T2,TissueWeakness,Genetics,D_LLM_PLUS_ANC,0,via_Chat_only,1c4437bbb985a8e7,2114fd54613aee92,61b26382a978817b,3,y_not_possible_descendant,y_not_possible_descendant,,0,3,,,,,,,,,,,,,,,,,,,,,,
Shrier_2008,T2,TissueWeakness,IntraGameProprioception,D_LLM_PLUS_ANC,0,via_Chat_only,1c4437bbb985a8e7,2114fd54613aee92,61b26382a978817b,3,y_not_possible_descendant,y_not_possible_descendant,,0,3,,,,,,,,,,,,,,,,,,,,,,
Shrier_2008,T2,TissueWeakness,PreGameProprioception,D_LLM_PLUS_ANC,0,via_Chat_only,1c4437bbb985a8e7,2114fd54613aee92,61b26382a978817b,3,y_not_possible_descendant,y_not_possible_descendant,,0,3,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,100,245,D_LLM_PLUS_ANC,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,7de27a0f96fd3f25,14,not_amenable,not_amenable,,25,20,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,144,677,D_LLM_PLUS_ANC,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,7de27a0f96fd3f25,14,not_amenable,not_amenable,,25,20,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,187,226,D_LLM_PLUS_ANC,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,7de27a0f96fd3f25,14,not_amenable,not_amenable,,25,20,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,198,93,D_LLM_PLUS_ANC,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,7de27a0f96fd3f25,14,y_not_possible_descendant,y_not_possible_descendant,,25,20,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,211,565,D_LLM_PLUS_ANC,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,7de27a0f96fd3f25,14,y_not_possible_descendant,y_not_possible_descendant,,25,20,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,248,779,D_LLM_PLUS_ANC,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,7de27a0f96fd3f25,14,y_not_possible_descendant,y_not_possible_descendant,,25,20,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,342,272,D_LLM_PLUS_ANC,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,7de27a0f96fd3f25,14,y_not_possible_descendant,y_not_possible_descendant,,25,20,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,368,560,D_LLM_PLUS_ANC,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,7de27a0f96fd3f25,14,y_not_possible_descendant,y_not_possible_descendant,,25,20,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,377,793,D_LLM_PLUS_ANC,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,7de27a0f96fd3f25,14,y_not_possible_descendant,y_not_possible_descendant,,25,20,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,454,573,D_LLM_PLUS_ANC,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,7de27a0f96fd3f25,14,not_amenable,not_amenable,,25,20,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,558,560,D_LLM_PLUS_ANC,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,7de27a0f96fd3f25,14,y_not_possible_descendant,y_not_possible_descendant,,25,20,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,622,585,D_LLM_PLUS_ANC,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,7de27a0f96fd3f25,14,y_not_possible_descendant,y_not_possible_descendant,,25,20,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,640,47,D_LLM_PLUS_ANC,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,7de27a0f96fd3f25,14,not_amenable,not_amenable,,25,20,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,666,234,D_LLM_PLUS_ANC,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,7de27a0f96fd3f25,14,y_not_possible_descendant,y_not_possible_descendant,,25,20,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,686,13,D_LLM_PLUS_ANC,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,7de27a0f96fd3f25,14,y_not_possible_descendant,y_not_possible_descendant,,25,20,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,712,496,D_LLM_PLUS_ANC,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,7de27a0f96fd3f25,14,y_not_possible_descendant,y_not_possible_descendant,,25,20,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,739,558,D_LLM_PLUS_ANC,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,7de27a0f96fd3f25,14,y_not_possible_descendant,y_not_possible_descendant,,25,20,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,78,793,D_LLM_PLUS_ANC,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,7de27a0f96fd3f25,14,y_not_possible_descendant,y_not_possible_descendant,,25,20,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,798,378,D_LLM_PLUS_ANC,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,7de27a0f96fd3f25,14,y_not_possible_descendant,y_not_possible_descendant,,25,20,,,,,,,,,,,,,,,,,,,,,,
arth150,T3,81,464,D_LLM_PLUS_ANC,0,via_Chat_only,c8d663af1cf4de5b,fe0383023632e970,7de27a0f96fd3f25,14,ok,closed_form,1,25,20,,no_z_member_in_component,14,,censored_at_depth_3,,-1,local_up_fast_budget,0,4,0.0,,0,3,1,1,benign,held,held,held,held,held
asia,T1,asia,dysp,D_LLM_PLUS_ANC,0,via_Chat_only,19026d3866926306,72a345be32b65a45,57b0ee77c36003a8,3,ok,closed_form,2,0,3,,no_z_member_in_component,2,1,exact,1,1,local_up_fast,1,,0.3333,asia->tub,0,0,1,1,benign,held,held,held,held,held
asia,T1,asia,either,D_LLM_PLUS_ANC,0,via_Chat_only,19026d3866926306,72a345be32b65a45,57b0ee77c36003a8,3,ok,closed_form,1,0,3,,no_z_member_in_component,2,1,exact,1,1,local_up_fast,1,,0.3333,asia->tub,0,0,1,1,benign,held,held,held,held,held
asia,T1,asia,tub,D_LLM_PLUS_ANC,0,via_Chat_only,19026d3866926306,72a345be32b65a45,57b0ee77c36003a8,3,ok,closed_form,0,0,3,,no_z_member_in_component,2,1,exact,1,1,local_up_fast,1,,0.3333,asia->tub,0,0,1,1,benign,held,held,held,held,held
asia,T1,asia,xray,D_LLM_PLUS_ANC,0,via_Chat_only,19026d3866926306,72a345be32b65a45,57b0ee77c36003a8,3,ok,closed_form,1,0,3,,no_z_member_in_component,2,1,exact,1,1,local_up_fast,1,,0.3333,asia->tub,0,0,1,1,benign,held,held,held,held,held
asia,T1,bronc,dysp,D_LLM_PLUS_ANC,0,via_Chat_only,19026d3866926306,72a345be32b65a45,57b0ee77c36003a8,3,ok,closed_form,1,0,3,,no_z_member_in_component,3,1,exact,1,1,local_up_fast,1,,0.3333,smoke->bronc,0,0,1,1,benign,held,held,held,held,held
asia,T1,bronc,either,D_LLM_PLUS_ANC,0,via_Chat_only,19026d3866926306,72a345be32b65a45,57b0ee77c36003a8,3,y_not_possible_descendant,y_not_possible_descendant,,0,3,,,,,,,,,,,,,,,,,,,,,,
asia,T1,bronc,lung,D_LLM_PLUS_ANC,0,via_Chat_only,19026d3866926306,72a345be32b65a45,57b0ee77c36003a8,3,y_not_possible_descendant,y_not_possible_descendant,,0,3,,,,,,,,,,,,,,,,,,,,,,
asia,T1,bronc,smoke,D_LLM_PLUS_ANC,0,via_Chat_only,19026d3866926306,72a345be32b65a45,57b0ee77c36003a8,3,y_not_possible_descendant,y_not_possible_descendant,,0,3,,,,,,,,,,,,,,,,,,,,,,
asia,T1,bronc,xray,D_LLM_PLUS_ANC,0,via_Chat_only,19026d3866926306,72a345be32b65a45,57b0ee77c36003a8,3,y_not_possible_descendant,y_not_possible_descendant,,0,3,,,,,,,,,,,,,,,,,,,,,,
asia,T1,lung,bronc,D_LLM_PLUS_ANC,0,via_Chat_only,19026d3866926306,72a345be32b65a45,57b0ee77c36003a8,3,y_not_possible_descendant,y_not_possible_descendant,,0,3,,,,,,,,,,,,,,,,,,,,,,
asia,T1,lung,dysp,D_LLM_PLUS_ANC,0,via_Chat_only,19026d3866926306,72a345be32b65a45,57b0ee77c36003a8,3,ok,closed_form,2,0,3,2,measured,3,1,exact,1,1,local_up_fast,1,,0.3333,smoke->lung,0,0,1,1,benign,held,held,held,held,held
asia,T1,lung,either,D_LLM_PLUS_ANC,0,via_Chat_only,19026d3866926306,72a345be32b65a45,57b0ee77c36003a8,3,ok,closed_form,1,0,3,,no_z_member_in_component,3,,unreached,,-1,e1_ladder,1,,0.0,,0,0,1,1,benign,held,held,held,held,held
asia,T1,lung,smoke,D_LLM_PLUS_ANC,0,via_Chat_only,19026d3866926306,72a345be32b65a45,57b0ee77c36003a8,3,y_not_possible_descendant,y_not_possible_descendant,,0,3,,,,,,,,,,,,,,,,,,,,,,
asia,T1,lung,xray,D_LLM_PLUS_ANC,0,via_Chat_only,19026d3866926306,72a345be32b65a45,57b0ee77c36003a8,3,ok,closed_form,1,0,3,,no_z_member_in_component,3,,unreached,,-1,e1_ladder,1,,0.0,,0,0,1,1,benign,held,held,held,held,held
asia,T1,smoke,bronc,D_LLM_PLUS_ANC,0,via_Chat_only,19026d3866926306,72a345be32b65a45,57b0ee77c36003a8,3,ok,closed_form,0,0,3,,no_z_member_in_component,3,1,exact,1,1,local_up_fast,1,,0.3333,smoke->bronc,0,0,1,1,benign,held,held,held,held,held
asia,T1,smoke,dysp,D_LLM_PLUS_ANC,0,via_Chat_only,19026d3866926306,72a345be32b65a45,57b0ee77c36003a8,3,ok,closed_form,1,0,3,,no_z_member_in_component,3,1,exact,1,1,local_up_fast,1,,0.6667,smoke->bronc,0,0,1,1,benign,held,held,held,held,held
asia,T1,smoke,either,D_LLM_PLUS_ANC,0,via_Chat_only,19026d3866926306,72a345be32b65a45,57b0ee77c36003a8,3,ok,closed_form,1,0,3,,no_z_member_in_component,3,1,exact,1,1,local_up_fast,1,,0.3333,smoke->lung,0,0,1,1,benign,held,held,held,held,held
asia,T1,smoke,lung,D_LLM_PLUS_ANC,0,via_Chat_only,19026d3866926306,72a345be32b65a45,57b0ee77c36003a8,3,ok,closed_form,0,0,3,,no_z_member_in_component,3,1,exact,1,1,local_up_fast,1,,0.3333,smoke->lung,0,0,1,1,benign,held,held,held,held,held
asia,T1,smoke,xray,D_LLM_PLUS_ANC,0,via_Chat_only,19026d3866926306,72a345be32b65a45,57b0ee77c36003a8,3,ok,closed_form,1,0,3,,no_z_member_in_component,3,1,exact,1,1,local_up_fast,1,,0.3333,smoke->lung,0,0,1,1,benign,held,held,held,held,held
asia,T1,tub,asia,D_LLM_PLUS_ANC,0,via_Chat_only,19026d3866926306,72a345be32b65a45,57b0ee77c36003a8,3,y_not_possible_descendant,y_not_possible_descendant,,0,3,,,,,,,,,,,,,,,,,,,,,,
child,T1,Age,BirthAsphyxia,D_LLM_PLUS_ANC,0,via_Chat_only,b512a8bd57120200,70b4cf33e79fa655,1aa1bd2cc65ac63f,1,y_not_possible_descendant,y_not_possible_descendant,,2,10,,,,,,,,,,,,,,,,,,,,,,
child,T1,Age,LVH,D_LLM_PLUS_ANC,0,via_Chat_only,b512a8bd57120200,70b4cf33e79fa655,1aa1bd2cc65ac63f,1,y_not_possible_descendant,y_not_possible_descendant,,2,10,,,,,,,,,,,,,,,,,,,,,,
child,T1,BirthAsphyxia,CardiacMixing,D_LLM_PLUS_ANC,0,via_Chat_only,b512a8bd57120200,70b4cf33e79fa655,1aa1bd2cc65ac63f,1,y_not_possible_descendant,y_not_possible_descendant,,2,10,,,,,,,,,,,,,,,,,,,,,,
child,T1,BirthAsphyxia,LungFlow,D_LLM_PLUS_ANC,0,via_Chat_only,b512a8bd57120200,70b4cf33e79fa655,1aa1bd2cc65ac63f,1,y_not_possible_descendant,y_not_possible_descendant,,2,10,,,,,,,,,,,,,,,,,,,,,,
child,T1,CO2,DuctFlow,D_LLM_PLUS_ANC,0,via_Chat_only,b512a8bd57120200,70b4cf33e79fa655,1aa1bd2cc65ac63f,1,ok,closed_form,0,2,10,,no_z_member_in_component,12,1,exact,1,1,local_up_fast,1,,1.0,CO2->LungParench,1,11,0,0,validity,safe,dangerous,safe,safe,safe
child,T1,CO2,Sick,D_LLM_PLUS_ANC,0,via_Chat_only,b512a8bd57120200,70b4cf33e79fa655,1aa1bd2cc65ac63f,1,ok,closed_form,0,2,10,,no_z_member_in_component,12,1,exact,1,1,local_up_fast,1,,1.0,CO2->LungParench,1,11,0,0,validity,safe,dangerous,safe,safe,safe
child,T1,CO2Report,HypDistrib,D_LLM_PLUS_ANC,0,via_Chat_only,b512a8bd57120200,70b4cf33e79fa655,1aa1bd2cc65ac63f,1,not_amenable,not_amenable,,2,10,,,,,,,,,,,,,,,,,,,,,,
child,T1,CardiacMixing,BirthAsphyxia,D_LLM_PLUS_ANC,0,via_Chat_only,b512a8bd57120200,70b4cf33e79fa655,1aa1bd2cc65ac63f,1,y_not_possible_descendant,y_not_possible_descendant,,2,10,,,,,,,,,,,,,,,,,,,,,,
child,T1,CardiacMixing,LVHreport,D_LLM_PLUS_ANC,0,via_Chat_only,b512a8bd57120200,70b4cf33e79fa655,1aa1bd2cc65ac63f,1,y_not_possible_descendant,y_not_possible_descendant,,2,10,,,,,,,,,,,,,,,,,,,,,,
child,T1,Disease,CardiacMixing,D_LLM_PLUS_ANC,0,via_Chat_only,b512a8bd57120200,70b4cf33e79fa655,1aa1bd2cc65ac63f,1,ok,closed_form,0,2,10,,no_z_member_in_component,12,1,exact,1,3,local_up_fast,1,,1.0,CO2->LungParench,1,11,1,1,benign,slack,held,slack,held,slack
child,T1,Disease,LungParench,D_LLM_PLUS_ANC,0,via_Chat_only,b512a8bd57120200,70b4cf33e79fa655,1aa1bd2cc65ac63f,1,y_not_possible_descendant,y_not_possible_descendant,,2,10,,,,,,,,,,,,,,,,,,,,,,
child,T1,DuctFlow,Grunting,D_LLM_PLUS_ANC,0,via_Chat_only,b512a8bd57120200,70b4cf33e79fa655,1aa1bd2cc65ac63f,1,y_not_possible_descendant,y_not_possible_descendant,,2,10,,,,,,,,,,,,,,,,,,,,,,
child,T1,DuctFlow,XrayReport,D_LLM_PLUS_ANC,0,via_Chat_only,b512a8bd57120200,70b4cf33e79fa655,1aa1bd2cc65ac63f,1,y_not_possible_descendant,y_not_possible_descendant,,2,10,,,,,,,,,,,,,,,,,,,,,,
child,T1,LVH,HypDistrib,D_LLM_PLUS_ANC,0,via_Chat_only,b512a8bd57120200,70b4cf33e79fa655,1aa1bd2cc65ac63f,1,y_not_possible_descendant,y_not_possible_descendant,,2,10,,,,,,,,,,,,,,,,,,,,,,
child,T1,LVHreport,CO2,D_LLM_PLUS_ANC,0,via_Chat_only,b512a8bd57120200,70b4cf33e79fa655,1aa1bd2cc65ac63f,1,y_not_possible_descendant,y_not_possible_descendant,,2,10,,,,,,,,,,,,,,,,,,,,,,
child,T1,LVHreport,LowerBodyO2,D_LLM_PLUS_ANC,0,via_Chat_only,b512a8bd57120200,70b4cf33e79fa655,1aa1bd2cc65ac63f,1,y_not_possible_descendant,y_not_possible_descendant,,2,10,,,,,,,,,,,,,,,,,,,,,,
child,T1,LungFlow,ChestXray,D_LLM_PLUS_ANC,0,via_Chat_only,b512a8bd57120200,70b4cf33e79fa655,1aa1bd2cc65ac63f,1,ok,closed_form,1,2,10,2,measured,12,1,exact,1,3,local_up_fast,1,,1.0,CO2->LungParench,1,11,1,1,benign,held,held,slack,held,slack
child,T1,LungFlow,RUQO2,D_LLM_PLUS_ANC,0,via_Chat_only,b512a8bd57120200,70b4cf33e79fa655,1aa1bd2cc65ac63f,1,y_not_possible_descendant,y_not_possible_descendant,,2,10,,,,,,,,,,,,,,,,,,,,,,
child,T1,LungParench,Grunting,D_LLM_PLUS_ANC,0,via_Chat_only,b512a8bd57120200,70b4cf33e79fa655,1aa1bd2cc65ac63f,1,ok,closed_form,0,2,10,,no_z_member_in_component,12,1,exact,1,2,local_up_fast,1,,1.0,CO2->LungParench,1,11,0,0,validity,safe,dangerous,safe,dangerous,safe
child,T1,Sick,Age,D_LLM_PLUS_ANC,0,via_Chat_only,b512a8bd57120200,70b4cf33e79fa655,1aa1bd2cc65ac63f,1,not_amenable,not_amenable,,2,10,,,,,,,,,,,,,,,,,,,,,,
