instance_id,base_instance_id,arm,gate,component_size,separation,coverage,base_wrongness,seed,x,y,n_k,shd_truth,shd_cpdag,undirected_fraction,z_size,z_star,s0_ok,r_val,r_status,r_method,r_oracle,r_exact,r_assumes,r_witness,r_search_seconds,r_ladder_seconds,r_total_seconds,wall_until_timeout_s,r_stat_elements_visited,r_stat_closures,r_stat_validity_checks,r_stat_extensions_enumerated,AUC_frac_n200,AUC_frac_n1000,AUC_frac_usable_n1000,n_depths_evaluated_n200,n_depths_evaluated_n1000,n_usable_depths_n200,n_usable_depths_n1000,se_auc_frac_n200,se_auc_frac_n1000
c06_s01_cov050_seed00000010_bw010,c06_s01_cov050_seed00000010,flip,fast_gate,6,1,0.5,0.1,10,X,Y,4,2,5,0.7,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C05 C00->Y C02->C03 C02->C04 W->Y X->Y C00-X C02-X C05-X,0.0002962499999625834,0.0,0.0002962499999625834,,1,5,2,0,0.2979362221936479,0.30118341335386883,0.30118341335386883,4,4,3,3,0.01863446163974042,0.008113010062836006
c06_s01_cov050_seed00000011_bw010,c06_s01_cov050_seed00000011,flip,fast_gate,6,1,0.5,0.1,11,X,Y,3,3,3,0.6666666666666666,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C03 C00->Y W->Y X->Y C00-C04 C00-C05 C00-X C02-C04,0.0001790000000028158,0.0,0.0001790000000028158,,1,3,2,0,0.6500000000000001,0.6790000000000002,0.6790000000000002,3,3,1,1,0.0337268439080801,0.014763434559749298
c06_s01_cov050_seed00000012_bw010,c06_s01_cov050_seed00000012,flip,fast_gate,6,1,0.5,0.1,12,X,Y,4,2,5,0.7,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->C04 C00->C05 C00->Y W->Y X->C02 X->Y C00-X C03-X C04-C05,0.00024716600000829203,0.0,0.00024716600000829203,,1,5,2,0,0.594288732394366,0.5768,0.5768,4,4,2,2,0.042463754991121844,0.019692990661961965
c06_s01_cov050_seed00000013_bw010,c06_s01_cov050_seed00000013,flip,fast_gate,6,1,0.5,0.1,13,X,Y,3,1,5,0.6666666666666666,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C03 C02->C04 W->Y X->C02 X->C05 X->Y C00-X C03-C04,0.00020608300002322721,0.0,0.00020608300002322721,,1,5,2,0,0.0,0.0,0.0,3,3,3,3,0.0,0.0
c06_s01_cov050_seed00000014_bw010,c06_s01_cov050_seed00000014,flip,fast_gate,6,1,0.5,0.1,14,X,Y,2,0,5,0.625,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->Y C02->C03 C04->C05 W->Y X->C04 X->Y C00-X,0.00016220899999552785,0.0,0.00016220899999552785,,1,5,2,0,0.4800000000000001,0.535,0.535,2,2,1,1,0.03532704346531138,0.01577260282895629
c06_s01_cov050_seed00000015_bw010,c06_s01_cov050_seed00000015,flip,fast_gate,6,1,0.5,0.1,15,X,Y,3,1,5,0.6666666666666666,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C04 C00->C05 C00->Y C02->C03 W->Y X->C02 X->Y C00-X C04-C05,0.00019216700002289144,0.0,0.00019216700002289144,,1,5,2,0,0.8074999999999999,0.827,0.827,3,3,2,2,0.017203742325436058,0.0075213695561380306
c06_s01_cov050_seed00000016_bw010,c06_s01_cov050_seed00000016,flip,fast_gate,6,1,0.5,0.1,16,X,Y,3,0,6,0.6666666666666666,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C03 C02->C05 W->Y X->C02 X->C03 X->C04 X->Y C00-X,0.00020362500004011963,0.0,0.00020362500004011963,,1,6,3,0,0.22727272727272724,0.23813056379821956,0.23813056379821956,3,3,2,2,0.021669604301036188,0.009618780813525829
c06_s01_cov050_seed00000017_bw010,c06_s01_cov050_seed00000017,flip,fast_gate,6,1,0.5,0.1,17,X,Y,4,2,5,0.7,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->Y C02->C03 C02->C04 W->Y X->C05 X->Y C00-X C02-X C03-C04,0.0002755000000433938,0.0,0.0002755000000433938,,1,5,2,0,0.42195607924084744,0.4271121018113039,0.4271121018113039,4,4,4,4,0.022324816406665327,0.009655719211532243
c06_s01_cov050_seed00000018_bw010,c06_s01_cov050_seed00000018,flip,fast_gate,6,1,0.5,0.1,18,X,Y,3,1,5,0.6666666666666666,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->C04 C00->Y C03->C05 W->Y X->C02 X->Y C00-X C03-X,0.0002297500000167929,0.0,0.0002297500000167929,,1,5,2,0,0.345,0.343,0.343,3,3,2,2,0.016351605425767832,0.00733832405934761
c06_s01_cov050_seed00000019_bw010,c06_s01_cov050_seed00000019,flip,fast_gate,6,1,0.5,0.1,19,X,Y,3,1,5,0.6666666666666666,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C04 C00->C05 C00->Y W->Y X->C02 X->C03 X->Y C00-X C02-C03,0.0001911670000254162,0.0,0.0001911670000254162,,1,5,2,0,0.665,0.6690000000000002,0.6690000000000002,3,3,1,1,0.033374765916782095,0.014880826589944524
c06_s03_cov050_seed00000000_bw010,c06_s03_cov050_seed00000000,flip,fast_gate,6,3,0.5,0.1,0,X,Y,4,2,5,0.7,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C04 C02->C05 W->Y X->Y C00-C01 C01-C02 C02-X C04-X C05-X,0.0007485830000177884,0.0,0.0007485830000177884,,3,12,4,0,0.6886792452830189,0.7003952569169961,0.7003952569169961,4,4,4,4,0.00965041817093658,0.004445507518692785
c06_s03_cov050_seed00000001_bw010,c06_s03_cov050_seed00000001,flip,fast_gate,6,3,0.5,0.1,1,X,Y,3,1,5,0.6666666666666666,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C04 C02->C05 W->Y X->Y C00-C01 C01-C02 C02-X C05-X,0.0007914579999805937,0.0,0.0007914579999805937,,4,15,6,0,0.8,0.8,0.8,3,3,3,3,0.0,0.0
c06_s03_cov050_seed00000002_bw010,c06_s03_cov050_seed00000002,flip,fast_gate,6,3,0.5,0.1,2,X,Y,3,1,5,0.6666666666666666,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C05 C02->C04 W->Y X->Y C00-C01 C01-C02 C02-X C04-X,0.0007164579999994203,0.0,0.0007164579999994203,,4,15,6,0,0.8,0.8,0.8,3,3,3,3,0.0,0.0
c06_s03_cov050_seed00000003_bw010,c06_s03_cov050_seed00000003,flip,fast_gate,6,3,0.5,0.1,3,X,Y,3,2,4,0.6666666666666666,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C04 W->Y X->Y C00-C01 C00-C05 C01-C02 C02-X C04-X,0.0005650420000051781,0.0,0.0005650420000051781,,3,9,4,0,0.8,0.8,0.8,3,3,3,3,0.0,0.0
c06_s03_cov050_seed00000004_bw010,c06_s03_cov050_seed00000004,flip,fast_gate,6,3,0.5,0.1,4,X,Y,2,1,4,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C04 C04->C05 W->Y X->Y C00-C01 C01-C02 C02-X,0.0002937090000045828,0.0,0.0002937090000045828,,2,7,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s03_cov050_seed00000005_bw010,c06_s03_cov050_seed00000005,flip,fast_gate,6,3,0.5,0.1,5,X,Y,2,1,4,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C04 C04->C05 W->Y X->Y C00-C01 C01-C02 C02-X,0.000336750000030861,0.0,0.000336750000030861,,2,7,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s03_cov050_seed00000006_bw010,c06_s03_cov050_seed00000006,flip,fast_gate,6,3,0.5,0.1,6,X,Y,2,2,3,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C05 W->Y X->Y C00-C01 C01-C02 C01-C04 C02-X,0.00030470900003365387,0.0,0.00030470900003365387,,2,5,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s03_cov050_seed00000007_bw010,c06_s03_cov050_seed00000007,flip,fast_gate,6,3,0.5,0.1,7,X,Y,2,1,4,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->C04 X->C05 X->Y C00-C01 C01-C02 C02-X,0.0003012090000424905,0.0,0.0003012090000424905,,2,7,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s03_cov050_seed00000008_bw010,c06_s03_cov050_seed00000008,flip,fast_gate,6,3,0.5,0.1,8,X,Y,2,2,3,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C04 W->Y X->Y C00-C01 C01-C02 C01-C05 C02-X,0.0002908750000187865,0.0,0.0002908750000187865,,2,5,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s03_cov050_seed00000009_bw010,c06_s03_cov050_seed00000009,flip,fast_gate,6,3,0.5,0.1,9,X,Y,3,2,4,0.6666666666666666,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C04 W->Y X->Y C00-C01 C00-C05 C01-C02 C02-C04 C02-X,0.0005719160000126067,0.0,0.0005719160000126067,,4,11,6,0,0.8,0.8,0.8,3,3,3,3,0.0,0.0
c06_s03_cov050_seed00000010_bw010,c06_s03_cov050_seed00000010,flip,fast_gate,6,3,0.5,0.1,10,X,Y,3,1,5,0.6666666666666666,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C04 C04->C05 W->Y X->Y C00-C01 C01-C02 C02-X C04-X,0.0005904999999870597,0.0,0.0005904999999870597,,3,12,4,0,0.8,0.8,0.8,3,3,3,3,0.0,0.0
c06_s03_cov050_seed00000011_bw010,c06_s03_cov050_seed00000011,flip,fast_gate,6,3,0.5,0.1,11,X,Y,2,3,2,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->Y C00-C01 C00-C04 C00-C05 C01-C02 C02-X,0.000259041999981946,0.0,0.000259041999981946,,2,3,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s03_cov050_seed00000012_bw010,c06_s03_cov050_seed00000012,flip,fast_gate,6,3,0.5,0.1,12,X,Y,3,2,4,0.6666666666666666,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C04 W->Y X->Y C00-C01 C00-C05 C01-C02 C01-C05 C02-X,0.0004741669999930309,0.0,0.0004741669999930309,,3,9,4,0,0.8,0.8,0.8,3,3,3,3,0.0,0.0
c06_s03_cov050_seed00000013_bw010,c06_s03_cov050_seed00000013,flip,fast_gate,6,3,0.5,0.1,13,X,Y,2,1,4,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C04->C05 W->Y X->C04 X->Y C00-C01 C01-C02 C02-X,0.0003022920000148588,0.0,0.0003022920000148588,,2,7,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s03_cov050_seed00000014_bw010,c06_s03_cov050_seed00000014,flip,fast_gate,6,3,0.5,0.1,14,X,Y,2,3,2,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->Y C00-C01 C00-C04 C01-C02 C02-X C04-C05,0.00023566600003732674,0.0,0.00023566600003732674,,2,3,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s03_cov050_seed00000015_bw010,c06_s03_cov050_seed00000015,flip,fast_gate,6,3,0.5,0.1,15,X,Y,2,1,4,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->C04 X->C05 X->Y C00-C01 C01-C02 C02-X,0.00031891599996924924,0.0,0.00031891599996924924,,2,7,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s03_cov050_seed00000016_bw010,c06_s03_cov050_seed00000016,flip,fast_gate,6,3,0.5,0.1,16,X,Y,3,1,5,0.6666666666666666,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C04 C02->C05 W->Y X->Y C00-C01 C01-C02 C02-X C05-X,0.0005647090000024946,0.0,0.0005647090000024946,,3,12,4,0,0.8,0.8,0.8,3,3,3,3,0.0,0.0
c06_s03_cov050_seed00000017_bw010,c06_s03_cov050_seed00000017,flip,fast_gate,6,3,0.5,0.1,17,X,Y,3,1,5,0.6666666666666666,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C04 C02->C05 W->Y X->Y C00-C01 C01-C02 C02-X C04-X,0.0005663750000053369,0.0,0.0005663750000053369,,3,12,4,0,0.8,0.8,0.8,3,3,3,3,0.0,0.0
c06_s03_cov050_seed00000018_bw010,c06_s03_cov050_seed00000018,flip,fast_gate,6,3,0.5,0.1,18,X,Y,3,2,4,0.6666666666666666,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->C04 X->Y C00-C01 C00-C05 C01-C02 C01-C05 C02-X,0.0005026660000453376,0.0,0.0005026660000453376,,3,9,4,0,0.8,0.8,0.8,3,3,3,3,0.0,0.0
c06_s03_cov050_seed00000019_bw010,c06_s03_cov050_seed00000019,flip,fast_gate,6,3,0.5,0.1,19,X,Y,3,1,5,0.6666666666666666,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C04 C02->C05 W->Y X->Y C00-C01 C01-C02 C02-X C04-C05,0.0004972499999666979,0.0,0.0004972499999666979,,3,12,4,0,0.8,0.8,0.8,3,3,3,3,0.0,0.0
c06_s05_cov050_seed00000000_bw010,c06_s05_cov050_seed00000000,flip,fast_gate,6,5,0.5,0.1,0,X,Y,2,3,2,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->Y C00-C01 C01-C02 C02-C03 C03-C04 C04-X,0.00024041599999691243,0.0,0.00024041599999691243,,2,3,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s05_cov050_seed00000001_bw010,c06_s05_cov050_seed00000001,flip,fast_gate,6,5,0.5,0.1,1,X,Y,2,3,2,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->Y C00-C01 C01-C02 C02-C03 C03-C04 C04-X,0.00023666700002422658,0.0,0.00023666700002422658,,2,3,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s05_cov050_seed00000002_bw010,c06_s05_cov050_seed00000002,flip,fast_gate,6,5,0.5,0.1,2,X,Y,2,3,2,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->Y C00-C01 C01-C02 C02-C03 C03-C04 C04-X,0.0002430409999760741,0.0,0.0002430409999760741,,2,3,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s05_cov050_seed00000003_bw010,c06_s05_cov050_seed00000003,flip,fast_gate,6,5,0.5,0.1,3,X,Y,2,3,2,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->Y C00-C01 C01-C02 C02-C03 C03-C04 C04-X,0.0002497500000231412,0.0,0.0002497500000231412,,2,3,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s05_cov050_seed00000004_bw010,c06_s05_cov050_seed00000004,flip,fast_gate,6,5,0.5,0.1,4,X,Y,2,3,2,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->Y C00-C01 C01-C02 C02-C03 C03-C04 C04-X,0.00025108299996645655,0.0,0.00025108299996645655,,2,3,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s05_cov050_seed00000005_bw010,c06_s05_cov050_seed00000005,flip,fast_gate,6,5,0.5,0.1,5,X,Y,2,3,2,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->Y C00-C01 C01-C02 C02-C03 C03-C04 C04-X,0.0002475410000215561,0.0,0.0002475410000215561,,2,3,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s05_cov050_seed00000006_bw010,c06_s05_cov050_seed00000006,flip,fast_gate,6,5,0.5,0.1,6,X,Y,2,3,2,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->Y C00-C01 C01-C02 C02-C03 C03-C04 C04-X,0.000330791000010322,0.0,0.000330791000010322,,2,3,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s05_cov050_seed00000007_bw010,c06_s05_cov050_seed00000007,flip,fast_gate,6,5,0.5,0.1,7,X,Y,2,3,2,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->Y C00-C01 C01-C02 C02-C03 C03-C04 C04-X,0.00024187499997196937,0.0,0.00024187499997196937,,2,3,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s05_cov050_seed00000008_bw010,c06_s05_cov050_seed00000008,flip,fast_gate,6,5,0.5,0.1,8,X,Y,2,3,2,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->Y C00-C01 C01-C02 C02-C03 C03-C04 C04-X,0.0002380829999992784,0.0,0.0002380829999992784,,2,3,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s05_cov050_seed00000009_bw010,c06_s05_cov050_seed00000009,flip,fast_gate,6,5,0.5,0.1,9,X,Y,2,3,2,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->Y C00-C01 C01-C02 C02-C03 C03-C04 C04-X,0.00024116599996659716,0.0,0.00024116599996659716,,2,3,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s05_cov050_seed00000010_bw010,c06_s05_cov050_seed00000010,flip,fast_gate,6,5,0.5,0.1,10,X,Y,2,3,2,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->Y C00-C01 C01-C02 C02-C03 C03-C04 C04-X,0.0003602909999926851,0.0,0.0003602909999926851,,2,3,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s05_cov050_seed00000011_bw010,c06_s05_cov050_seed00000011,flip,fast_gate,6,5,0.5,0.1,11,X,Y,2,3,2,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->Y C00-C01 C01-C02 C02-C03 C03-C04 C04-X,0.00024158399997986635,0.0,0.00024158399997986635,,2,3,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s05_cov050_seed00000012_bw010,c06_s05_cov050_seed00000012,flip,fast_gate,6,5,0.5,0.1,12,X,Y,2,3,2,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->Y C00-C01 C01-C02 C02-C03 C03-C04 C04-X,0.00024250000001302396,0.0,0.00024250000001302396,,2,3,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
