instance_id,base_instance_id,arm,gate,component_size,separation,separation_status,coverage,base_wrongness,n_tiers,seed,x,y,n_k,shd_truth,shd_cpdag,k_g0,undirected_fraction,z_size,z_star,phi_1,phi_1_n_broken,phi_1_n_inconsistent,r_claim,r_claim_censored,r_claim_cap,s0_ok,r_val,r_status,r_method,r_oracle,r_exact,r_assumes,r_witness,r_search_seconds,r_ladder_seconds,r_total_seconds,wall_until_timeout_s,r_stat_elements_visited,r_stat_closures,r_stat_validity_checks,r_stat_extensions_enumerated,AUC_frac,AUC_abs,n_depths_evaluated,n_depths_all_contradictory
c10_s01_cov050_seed00000010_bw000,c10_s01_cov050_seed00000010,flip,fast_gate,10,1,measured,0.5,0.0,,10,X,Y,6,2,9,9,0.7857142857142857,2,"C00,W",0.16666666666666666,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C05 C00->C07 C00->C09 C00->Y C02->C03 C02->C04 C03->C08 C04->C06 W->Y X->Y C00-X C02-X C05-X,0.0005942499999989082,0.0,0.0005942499999989082,,1,9,2,0,0.23455872664505759,1.172793633225288,6,3
c10_s01_cov050_seed00000011_bw000,c10_s01_cov050_seed00000011,flip,fast_gate,10,1,measured,0.5,0.0,,11,X,Y,6,4,7,7,0.7857142857142857,2,"C00,W",0.16666666666666666,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C03 C00->C04 C00->C05 C00->C06 C00->Y C05->C09 W->Y X->Y C00-C07 C00-X C02-C04 C03-C06 C07-C08,0.0008935420000000249,0.0,0.0008935420000000249,,1,7,2,0,0.9708,1.854,6,4
c10_s01_cov050_seed00000012_bw000,c10_s01_cov050_seed00000012,flip,fast_gate,10,1,measured,0.5,0.0,,12,X,Y,6,4,9,9,0.8125,2,"C00,W",0.16666666666666666,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->C04 C00->C05 C00->C06 C00->C09 C00->Y C06->C07 C06->C08 W->Y X->C02 X->Y C00-X C03-X C04-C05 C04-C06 C05-C09,0.0007896669999993833,0.0,0.0007896669999993833,,1,9,2,0,0.7600360153256706,1.5702950191570881,6,4
c10_s01_cov050_seed00000013_bw000,c10_s01_cov050_seed00000013,flip,fast_gate,10,1,measured,0.5,0.0,,13,X,Y,6,1,12,12,0.8125,2,"C00,W",0.16666666666666666,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C03 C02->C04 C03->C04 C03->C06 C04->C06 C04->C09 C05->C07 C05->C08 C06->C09 W->Y X->C02 X->C05 X->Y C00-X C07-C08,0.0015723339999951236,0.0,0.0015723339999951236,,1,12,3,0,0.10961538461538463,0.5480769230769231,6,0
c10_s01_cov050_seed00000014_bw000,c10_s01_cov050_seed00000014,flip,fast_gate,10,1,measured,0.5,0.0,,14,X,Y,5,1,9,9,0.7692307692307693,2,"C00,W",0.2,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C06 C00->Y C02->C03 C04->C05 C04->C09 C05->C07 C06->C08 W->Y X->C04 X->Y C00-X C05-C09,0.0004886250000026848,0.0,0.0004886250000026848,,1,9,2,0,0.5310344827586209,1.1330049261083743,5,3
c10_s01_cov050_seed00000015_bw000,c10_s01_cov050_seed00000015,flip,fast_gate,10,1,measured,0.5,0.0,,15,X,Y,5,1,9,9,0.7692307692307693,2,"C00,W",0.2,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C04 C00->C05 C00->C09 C00->Y C02->C03 C03->C08 C04->C06 C04->C07 W->Y X->C02 X->Y C00-X C04-C05,0.00047308399999934636,0.0,0.00047308399999934636,,1,9,2,0,0.5807812195597115,1.273037210208455,5,3
c10_s01_cov050_seed00000016_bw000,c10_s01_cov050_seed00000016,flip,fast_gate,10,1,measured,0.5,0.0,,16,X,Y,6,2,10,10,0.8,2,"C00,W",0.16666666666666666,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C06 C00->C08 C00->C09 C00->Y C02->C03 C02->C05 C06->C07 W->Y X->C02 X->C03 X->C04 X->Y C00-X C06-C08 C06-C09,0.0006948750000006498,0.0,0.0006948750000006498,,1,10,3,0,0.9052012055375964,2.5260060276879823,6,3
c10_s01_cov050_seed00000017_bw000,c10_s01_cov050_seed00000017,flip,fast_gate,10,1,measured,0.5,0.0,,17,X,Y,6,3,10,10,0.8125,2,"C00,W",0.16666666666666666,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C08 C00->Y C02->C03 C02->C04 C02->C07 C03->C09 C04->C09 C05->C06 W->Y X->C05 X->Y C00-X C02-X C03-C04 C08-X,0.0010899580000014453,0.0,0.0010899580000014453,,1,10,2,0,0.2643540609005305,1.425936971169319,6,2
c10_s01_cov050_seed00000018_bw000,c10_s01_cov050_seed00000018,flip,fast_gate,10,1,measured,0.5,0.0,,18,X,Y,6,2,9,9,0.7857142857142857,2,"C00,W",0.16666666666666666,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->C04 C00->Y C03->C05 C03->C06 C03->C07 C03->C08 C05->C09 W->Y X->C02 X->Y C00-X C03-X C05-C07,0.0006291669999995975,0.0,0.0006291669999995975,,1,9,2,0,0.3116416447104349,1.667431524523048,6,2
c10_s01_cov050_seed00000019_bw000,c10_s01_cov050_seed00000019,flip,fast_gate,10,1,measured,0.5,0.0,,19,X,Y,5,0,10,10,0.7692307692307693,2,"C00,W",0.2,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C04 C00->C05 C00->Y C02->C03 C02->C08 C04->C06 C05->C07 C06->C09 W->Y X->C02 X->C03 X->Y C00-X,0.00045724999999663396,0.0,0.00045724999999663396,,1,10,3,0,0.6000108134086267,1.287840922744203,5,3
c10_s01_cov050_seed00000020_bw000,c10_s01_cov050_seed00000020,flip,fast_gate,10,1,measured,0.5,0.0,,20,X,Y,6,3,9,9,0.8,2,"C00,W",0.16666666666666666,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->C04 C00->C06 C00->C07 C00->C09 C00->Y C07->C08 W->Y X->C02 X->C05 X->Y C00-X C02-C05 C03-X C04-C09,0.0010852500000027021,0.0,0.0010852500000027021,,1,9,2,0,0.5775884892086331,1.3339856115107913,6,4
c10_s01_cov050_seed00000021_bw000,c10_s01_cov050_seed00000021,flip,fast_gate,10,1,measured,0.5,0.0,,21,X,Y,6,2,9,9,0.7857142857142857,2,"C00,W",0.16666666666666666,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C05 C00->C06 C00->Y C02->C03 C04->C07 C04->C08 C06->C09 W->Y X->C04 X->Y C00-X C06-X C07-C08,0.0007531250000027967,0.0,0.0007531250000027967,,1,9,2,0,0.21495310245310245,1.0747655122655122,6,3
c10_s01_cov050_seed00000022_bw000,c10_s01_cov050_seed00000022,flip,fast_gate,10,1,measured,0.5,0.0,,22,X,Y,6,2,9,9,0.7857142857142857,2,"C00,W",0.16666666666666666,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C03 C00->C05 C00->C07 C00->C08 C00->Y C02->C04 C04->C09 C05->C06 W->Y X->Y C00-X C02-X C03-X,0.0005939580000102751,0.0,0.0005939580000102751,,1,9,2,0,0.1664,0.832,6,4
c10_s01_cov050_seed00000023_bw000,c10_s01_cov050_seed00000023,flip,fast_gate,10,1,measured,0.5,0.0,,23,X,Y,6,4,8,8,0.8,2,"C00,W",0.16666666666666666,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C03 C00->C05 C00->C06 C00->C07 C00->Y C02->C04 C05->C08 W->Y X->Y C00-C09 C00-X C02-C03 C02-C06 C06-C09,0.0006446249999925158,0.0,0.0006446249999925158,,1,8,2,0,0.9655999999999999,1.8279999999999998,6,4
c10_s01_cov050_seed00000024_bw000,c10_s01_cov050_seed00000024,flip,fast_gate,10,1,measured,0.5,0.0,,24,X,Y,5,1,9,9,0.7692307692307693,2,"C00,W",0.2,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C03 C00->C04 C00->C06 C00->Y C02->C05 C03->C08 C06->C07 C07->C09 W->Y X->Y C00-X C03-C06,0.0004245410000009997,0.0,0.0004245410000009997,,1,9,2,0,0.9388,1.796,5,3
c10_s01_cov050_seed00000025_bw000,c10_s01_cov050_seed00000025,flip,fast_gate,10,1,measured,0.5,0.0,,25,X,Y,6,1,12,12,0.8125,2,"C00,W",0.16666666666666666,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C03 C00->C05 C00->Y C02->C03 C02->C04 C02->C06 C02->C09 C03->C06 W->Y X->C04 X->C07 X->C08 X->Y C00-X C02-X,0.0008399169999933065,0.0,0.0008399169999933065,,1,12,3,0,0.6054909911540735,2.038207643942411,6,3
c10_s01_cov050_seed00000026_bw000,c10_s01_cov050_seed00000026,flip,fast_gate,10,1,measured,0.5,0.0,,26,X,Y,6,2,11,11,0.8125,2,"C00,W",0.16666666666666666,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C03 C00->C09 C00->Y C02->C04 C02->C05 C03->C06 C03->C07 C04->C08 C06->C07 W->Y X->C06 X->Y C00-X C02-X C03-X,0.0015258340000059434,0.0,0.0015258340000059434,,1,11,2,0,0.2604689335923431,1.3023446679617154,6,3
c10_s01_cov050_seed00000027_bw000,c10_s01_cov050_seed00000027,flip,fast_gate,10,1,measured,0.5,0.0,,27,X,Y,6,1,11,11,0.8,2,"C00,W",0.16666666666666666,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C03 C00->C07 C00->Y C02->C03 C02->C04 C02->C06 C03->C07 C05->C09 C07->C08 W->Y X->C05 X->Y C00-X C04-C06,0.0006544999999960055,0.0,0.0006544999999960055,,1,11,3,0,0.8971853618080032,2.4859268090400164,6,3
c10_s01_cov050_seed00000028_bw000,c10_s01_cov050_seed00000028,flip,fast_gate,10,1,measured,0.5,0.0,,28,X,Y,5,1,9,9,0.7692307692307693,2,"C00,W",0.2,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C05 C00->Y C02->C03 C02->C04 C02->C06 C06->C07 C06->C08 C07->C09 W->Y X->C02 X->Y C00-X C03-C04,0.00045737499999631837,0.0,0.00045737499999631837,,1,9,2,0,0.14234693877551022,0.4744897959183674,5,2
c10_s01_cov050_seed00000029_bw000,c10_s01_cov050_seed00000029,flip,fast_gate,10,1,measured,0.5,0.0,,29,X,Y,6,0,12,12,0.8,2,"C00,W",0.16666666666666666,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->Y C02->C04 C02->C05 C02->C06 C04->C07 C07->C09 W->Y X->C02 X->C04 X->C05 X->C07 X->C08 X->Y C00-X,0.0006423330000018268,0.0,0.0006423330000018268,,1,12,4,0,0.5855548547018035,1.8143722116533476,6,3
c10_s01_cov050_seed00000030_bw000,c10_s01_cov050_seed00000030,flip,fast_gate,10,1,measured,0.5,0.0,,30,X,Y,6,3,9,9,0.8,2,"C00,W",0.16666666666666666,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C03 C00->C05 C00->C06 C00->C08 C00->Y C02->C04 C05->C09 W->Y X->C07 X->Y C00-X C02-C03 C03-C08 C05-C06,0.0006026249999990796,0.0,0.0006026249999990796,,1,9,2,0,0.9663999999999999,1.8319999999999999,6,4
c10_s01_cov050_seed00000031_bw000,c10_s01_cov050_seed00000031,flip,fast_gate,10,1,measured,0.5,0.0,,31,X,Y,6,3,9,9,0.8,2,"C00,W",0.16666666666666666,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C04 C00->C05 C00->C06 C00->Y C02->C03 C02->C08 C05->C09 C06->C07 W->Y X->Y C00-X C02-C05 C02-X C05-C06,0.0008365000000054579,0.0,0.0008365000000054579,,1,9,2,0,0.6841244158227378,2.164808125625316,6,3
c10_s01_cov050_seed00000032_bw000,c10_s01_cov050_seed00000032,flip,fast_gate,10,1,measured,0.5,0.0,,32,X,Y,4,0,9,9,0.75,2,"C00,W",0.25,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->Y C04->C06 C04->C09 C06->C07 C07->C08 W->Y X->C02 X->C04 X->C05 X->Y C00-X,0.0004028749999918091,0.0,0.0004028749999918091,,1,9,2,0,0.14645669291338584,0.4881889763779528,4,2
c10_s01_cov050_seed00000033_bw000,c10_s01_cov050_seed00000033,flip,fast_gate,10,1,measured,0.5,0.0,,33,X,Y,6,0,12,12,0.8,2,"C00,W",0.16666666666666666,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C04->C08 C04->C09 C05->C06 C05->C07 C06->C07 W->Y X->C02 X->C03 X->C04 X->C05 X->C08 X->C09 X->Y C00-X,0.0006369580000011865,0.0,0.0006369580000011865,,1,12,5,0,0.22551236349233297,1.1275618174616646,6,1
c10_s01_cov050_seed00000034_bw000,c10_s01_cov050_seed00000034,flip,fast_gate,10,1,measured,0.5,0.0,,34,X,Y,5,1,9,9,0.7692307692307693,2,"C00,W",0.2,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C03 C00->Y C02->C04 C03->C07 C04->C06 C04->C08 C06->C09 W->Y X->C05 X->Y C00-X C03-X,0.0005180410000065194,0.0,0.0005180410000065194,,1,9,2,0,0.3135884481037924,1.2458936294078509,5,2
c10_s01_cov050_seed00000035_bw000,c10_s01_cov050_seed00000035,flip,fast_gate,10,1,measured,0.5,0.0,,35,X,Y,5,0,10,10,0.7692307692307693,2,"C00,W",0.2,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C04 C00->C06 C00->Y C02->C04 C02->C05 C06->C08 C08->C09 W->Y X->C03 X->C07 X->Y C00-X,0.0004519170000065742,0.0,0.0004519170000065742,,1,10,3,0,0.8785824749788451,2.517755536751189,5,2
c10_s01_cov050_seed00000036_bw000,c10_s01_cov050_seed00000036,flip,fast_gate,10,1,measured,0.5,0.0,,36,X,Y,5,1,9,9,0.7692307692307693,2,"C00,W",0.2,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C03 C00->C07 C00->Y C02->C05 C03->C04 C05->C06 W->Y X->C08 X->C09 X->Y C00-X C03-C07,0.0005381249999913962,0.0,0.0005381249999913962,,1,9,2,0,0.9275600505689001,1.7585335018963337,5,3
c10_s01_cov050_seed00000037_bw000,c10_s01_cov050_seed00000037,flip,fast_gate,10,1,measured,0.5,0.0,,37,X,Y,6,1,12,12,0.8125,2,"C00,W",0.16666666666666666,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C03 C00->C08 C00->Y C02->C03 C03->C04 C03->C05 C03->C06 C05->C07 C06->C07 C06->C09 C07->C09 W->Y X->Y C00-X C05-C06,0.0006603340000026492,0.0,0.0006603340000026492,,1,12,3,0,0.9046873569532181,3.5234367847660897,6,2
c10_s01_cov050_seed00000038_bw000,c10_s01_cov050_seed00000038,flip,fast_gate,10,1,measured,0.5,0.0,,38,X,Y,6,1,11,11,0.8,2,"C00,W",0.16666666666666666,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->Y C03->C05 C03->C06 C03->C08 C05->C07 C05->C08 W->Y X->C03 X->C04 X->C05 X->C09 X->Y C00-X C02-X,0.0008633340000017142,0.0,0.0008633340000017142,,1,11,3,0,0.16998519292744535,0.8499259646372267,6,1
c10_s01_cov050_seed00000039_bw000,c10_s01_cov050_seed00000039,flip,fast_gate,10,1,measured,0.5,0.0,,39,X,Y,6,2,10,10,0.8,2,"C00,W",0.16666666666666666,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->Y C02->C08 C04->C05 C05->C06 C05->C09 W->Y X->C02 X->C04 X->C05 X->C07 X->Y C00-X C03-X C06-C09,0.0008270409999937556,0.0,0.0008270409999937556,,1,10,3,0,0.18077753141167774,0.9038876570583888,6,1
c10_s01_cov050_seed00000000_bw010,c10_s01_cov050_seed00000000,flip,fast_gate,10,1,measured,0.5,0.1,,0,X,Y,6,5,8,8,0.7857142857142857,2,"C00,W",0.0,0,0,2,0,3,True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C03 C00->Y C03->C05 C04->C07 C05->C06 C06->C09 W->Y X->Y C00-C04 C00-X C02-X C03-X C04-C08,0.0023472920000244812,0.0,0.0023472920000244812,,3,22,5,0,0.3774778652238072,2.0551524840137727,6,2
c10_s01_cov050_seed00000001_bw010,c10_s01_cov050_seed00000001,flip,fast_gate,10,1,measured,0.5,0.1,,1,X,Y,5,1,9,9,0.7692307692307693,2,"C00,W",0.2,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C03 C00->C08 C00->C09 C00->Y C03->C04 C04->C05 C05->C07 W->Y X->C06 X->Y C00-X C03-X,0.000749582999986842,0.0,0.000749582999986842,,1,9,2,0,0.2403,0.801,5,3
c10_s01_cov050_seed00000002_bw010,c10_s01_cov050_seed00000002,flip,fast_gate,10,1,measured,0.5,0.1,,2,X,Y,6,5,9,9,0.8,2,"C00,W",0.0,0,0,2,0,3,True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C05 C00->C06 C00->C07 C00->Y C02->C09 C05->C08 W->Y X->C04 X->Y C00-C03 C00-X C02-X C05-C06 C07-X,0.001461833000007573,0.0,0.001461833000007573,,2,17,3,0,0.5436991869918698,2.107384823848238,6,3
c10_s01_cov050_seed00000003_bw010,c10_s01_cov050_seed00000003,flip,fast_gate,10,1,measured,0.5,0.1,,3,X,Y,6,6,11,11,0.8125,2,"C00,W",0.16666666666666666,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->C04 C00->C06 C00->Y C02->C00 C02->C05 C02->X C03->C07 C03->C08 C03->C09 C04->C07 W->Y X->Y C00-X C03-C04 C03-C06,0.0008524579999971138,0.0,0.0008524579999971138,,1,11,4,0,0.8581696788304363,2.2908483941521816,6,3
c10_s01_cov050_seed00000004_bw010,c10_s01_cov050_seed00000004,flip,fast_gate,10,1,measured,0.5,0.1,,4,X,Y,5,1,9,9,0.7692307692307693,2,"C00,W",0.2,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C05 C00->C09 C00->Y C02->C03 C03->C04 C03->C06 C04->C07 C06->C08 W->Y X->C02 X->Y C00-X C04-C06,0.00044562499999756255,0.0,0.00044562499999756255,,1,9,2,0,0.20707070707070704,0.6902356902356902,5,2
