network,x,y,condition,frame_row_id,shard_id,z_star,stored_radius,gac_radius,gac_exact,equal,z_gac_valid_at_g0,backdoor_recheck,sanity_status
diabetes,cho_bal_0,ins_dep_10,D_LLM_72B,d4c1b5b534ee500e,llm__D_LLM_72B__diabetes,"[""activ_ins_1"", ""activ_ins_10"", ""activ_ins_2"", ""activ_ins_3"", ""activ_ins_4"", ""activ_ins_5"", ""activ_ins_6"", ""activ_ins_7"", ""activ_ins_8"", ""activ_ins_9"", ""bg_0"", ""cho_0"", ""endo_bal_0"", ""meal_1"", ""meal_2"", ""meal_3"", ""meal_4"", ""meal_5"", ""meal_6"", ""meal_7"", ""meal_8"", ""meal_9"", ""met_irr_0"", ""met_irr_1"", ""met_irr_2"", ""met_irr_3"", ""met_irr_4"", ""met_irr_5"", ""met_irr_6"", ""met_irr_7"", ""met_irr_8"", ""met_irr_9""]",1,1,True,True,True,,
diabetes,cho_bal_12,endo_bal_21,D_LLM_72B,08c2af5db8f492a2,llm__D_LLM_72B__diabetes,"[""activ_ins_13"", ""activ_ins_14"", ""activ_ins_15"", ""activ_ins_16"", ""activ_ins_17"", ""activ_ins_18"", ""activ_ins_19"", ""activ_ins_20"", ""activ_ins_21"", ""bg_12"", ""cho_12"", ""endo_bal_12"", ""meal_13"", ""meal_14"", ""meal_15"", ""meal_16"", ""meal_17"", ""meal_18"", ""meal_19"", ""meal_20"", ""met_irr_12"", ""met_irr_13"", ""met_irr_14"", ""met_irr_15"", ""met_irr_16"", ""met_irr_17"", ""met_irr_18"", ""met_irr_19"", ""met_irr_20""]",1,1,True,True,True,,
diabetes,cho_bal_0,glu_prod_14,D_LLM_72B,cef563c327b1690a,llm__D_LLM_72B__diabetes,"[""activ_ins_1"", ""activ_ins_10"", ""activ_ins_11"", ""activ_ins_12"", ""activ_ins_13"", ""activ_ins_14"", ""activ_ins_2"", ""activ_ins_3"", ""activ_ins_4"", ""activ_ins_5"", ""activ_ins_6"", ""activ_ins_7"", ""activ_ins_8"", ""activ_ins_9"", ""bg_0"", ""cho_0"", ""endo_bal_0"", ""meal_1"", ""meal_10"", ""meal_11"", ""meal_12"", ""meal_13"", ""meal_2"", ""meal_3"", ""meal_4"", ""meal_5"", ""meal_6"", ""meal_7"", ""meal_8"", ""meal_9"", ""met_irr_0"", ""met_irr_1"", ""met_irr_10"", ""met_irr_11"", ""met_irr_12"", ""met_irr_13"", ""met_irr_2"", ""met_irr_3"", ""met_irr_4"", ""met_irr_5"", ""met_irr_6"", ""met_irr_7"", ""met_irr_8"", ""met_irr_9""]",1,1,True,True,True,,
diabetes,cho_bal_2,ins_dep_8,D_LLM_72B,6088c8f72052831a,llm__D_LLM_72B__diabetes,"[""activ_ins_3"", ""activ_ins_4"", ""activ_ins_5"", ""activ_ins_6"", ""activ_ins_7"", ""activ_ins_8"", ""bg_2"", ""cho_2"", ""endo_bal_2"", ""meal_3"", ""meal_4"", ""meal_5"", ""meal_6"", ""meal_7"", ""met_irr_2"", ""met_irr_3"", ""met_irr_4"", ""met_irr_5"", ""met_irr_6"", ""met_irr_7""]",1,1,True,True,True,,
diabetes,cho_bal_2,ins_indep_util_4,D_LLM_72B,bd773d3e6fd332f9,llm__D_LLM_72B__diabetes,"[""activ_ins_3"", ""bg_2"", ""cho_2"", ""endo_bal_2"", ""meal_3"", ""met_irr_2"", ""met_irr_3""]",1,1,True,True,True,,
diabetes,cho_bal_19,renal_cl_23,D_LLM_72B,4d584348be4d4e39,llm__D_LLM_72B__diabetes,"[""activ_ins_20"", ""activ_ins_21"", ""activ_ins_22"", ""bg_19"", ""cho_19"", ""endo_bal_19"", ""meal_20"", ""meal_21"", ""meal_22"", ""met_irr_19"", ""met_irr_20"", ""met_irr_21"", ""met_irr_22""]",1,1,True,True,True,,
diabetes,cho_bal_19,basal_bal_23,D_LLM_72B,8cba7a7e1533867b,llm__D_LLM_72B__diabetes,"[""activ_ins_20"", ""activ_ins_21"", ""activ_ins_22"", ""activ_ins_23"", ""bg_19"", ""cho_19"", ""endo_bal_19"", ""meal_20"", ""meal_21"", ""meal_22"", ""meal_23"", ""met_irr_19"", ""met_irr_20"", ""met_irr_21"", ""met_irr_22""]",1,1,True,True,True,,
diabetes,cho_bal_3,ins_indep_8,D_LLM_72B,ddbd4a77b37a5b11,llm__D_LLM_72B__diabetes,"[""activ_ins_4"", ""activ_ins_5"", ""activ_ins_6"", ""activ_ins_7"", ""bg_3"", ""cho_3"", ""endo_bal_3"", ""meal_4"", ""meal_5"", ""meal_6"", ""meal_7"", ""met_irr_3"", ""met_irr_4"", ""met_irr_5"", ""met_irr_6"", ""met_irr_7""]",1,1,True,True,True,,
diabetes,cho_bal_3,ins_dep_10,D_LLM_72B,f28182a227903039,llm__D_LLM_72B__diabetes,"[""activ_ins_10"", ""activ_ins_4"", ""activ_ins_5"", ""activ_ins_6"", ""activ_ins_7"", ""activ_ins_8"", ""activ_ins_9"", ""bg_3"", ""cho_3"", ""endo_bal_3"", ""meal_4"", ""meal_5"", ""meal_6"", ""meal_7"", ""meal_8"", ""meal_9"", ""met_irr_3"", ""met_irr_4"", ""met_irr_5"", ""met_irr_6"", ""met_irr_7"", ""met_irr_8"", ""met_irr_9""]",1,1,True,True,True,,
diabetes,cho_bal_6,bg_9,D_LLM_72B,1eec4e37de283d07,llm__D_LLM_72B__diabetes,"[""activ_ins_7"", ""activ_ins_8"", ""bg_6"", ""cho_6"", ""endo_bal_6"", ""meal_7"", ""meal_8"", ""met_irr_6"", ""met_irr_7"", ""met_irr_8""]",1,1,True,True,True,,
diabetes,cho_bal_4,glu_prod_10,D_LLM_72B,c6089879842b964b,llm__D_LLM_72B__diabetes,"[""activ_ins_10"", ""activ_ins_5"", ""activ_ins_6"", ""activ_ins_7"", ""activ_ins_8"", ""activ_ins_9"", ""bg_4"", ""cho_4"", ""endo_bal_4"", ""meal_5"", ""meal_6"", ""meal_7"", ""meal_8"", ""meal_9"", ""met_irr_4"", ""met_irr_5"", ""met_irr_6"", ""met_irr_7"", ""met_irr_8"", ""met_irr_9""]",1,1,True,True,True,,
diabetes,cho_bal_3,glu_prod_14,D_LLM_72B,23f692577f08b5d0,llm__D_LLM_72B__diabetes,"[""activ_ins_10"", ""activ_ins_11"", ""activ_ins_12"", ""activ_ins_13"", ""activ_ins_14"", ""activ_ins_4"", ""activ_ins_5"", ""activ_ins_6"", ""activ_ins_7"", ""activ_ins_8"", ""activ_ins_9"", ""bg_3"", ""cho_3"", ""endo_bal_3"", ""meal_10"", ""meal_11"", ""meal_12"", ""meal_13"", ""meal_4"", ""meal_5"", ""meal_6"", ""meal_7"", ""meal_8"", ""meal_9"", ""met_irr_10"", ""met_irr_11"", ""met_irr_12"", ""met_irr_13"", ""met_irr_3"", ""met_irr_4"", ""met_irr_5"", ""met_irr_6"", ""met_irr_7"", ""met_irr_8"", ""met_irr_9""]",1,1,True,True,True,,
diabetes,cho_bal_8,ins_indep_10,D_LLM_72B,4f19ef55a4655f15,llm__D_LLM_72B__diabetes,"[""activ_ins_9"", ""bg_8"", ""cho_8"", ""endo_bal_8"", ""meal_9"", ""met_irr_8"", ""met_irr_9""]",1,1,True,True,True,,
diabetes,cho_bal_8,endo_bal_18,D_LLM_72B,caf772ccbf98a7c2,llm__D_LLM_72B__diabetes,"[""activ_ins_10"", ""activ_ins_11"", ""activ_ins_12"", ""activ_ins_13"", ""activ_ins_14"", ""activ_ins_15"", ""activ_ins_16"", ""activ_ins_17"", ""activ_ins_18"", ""activ_ins_9"", ""bg_8"", ""cho_8"", ""endo_bal_8"", ""meal_10"", ""meal_11"", ""meal_12"", ""meal_13"", ""meal_14"", ""meal_15"", ""meal_16"", ""meal_17"", ""meal_9"", ""met_irr_10"", ""met_irr_11"", ""met_irr_12"", ""met_irr_13"", ""met_irr_14"", ""met_irr_15"", ""met_irr_16"", ""met_irr_17"", ""met_irr_8"", ""met_irr_9""]",1,1,True,True,True,,
diabetes,cho_bal_6,ins_indep_18,D_LLM_72B,7de90c187c43aef8,llm__D_LLM_72B__diabetes,"[""activ_ins_10"", ""activ_ins_11"", ""activ_ins_12"", ""activ_ins_13"", ""activ_ins_14"", ""activ_ins_15"", ""activ_ins_16"", ""activ_ins_17"", ""activ_ins_7"", ""activ_ins_8"", ""activ_ins_9"", ""bg_6"", ""cho_6"", ""endo_bal_6"", ""meal_10"", ""meal_11"", ""meal_12"", ""meal_13"", ""meal_14"", ""meal_15"", ""meal_16"", ""meal_17"", ""meal_7"", ""meal_8"", ""meal_9"", ""met_irr_10"", ""met_irr_11"", ""met_irr_12"", ""met_irr_13"", ""met_irr_14"", ""met_irr_15"", ""met_irr_16"", ""met_irr_17"", ""met_irr_6"", ""met_irr_7"", ""met_irr_8"", ""met_irr_9""]",1,1,True,True,True,,
diabetes,gut_abs_0,ins_indep_10,D_LLM_72B,807a2942903072db,llm__D_LLM_72B__diabetes,"[""activ_ins_1"", ""activ_ins_2"", ""activ_ins_3"", ""activ_ins_4"", ""activ_ins_5"", ""activ_ins_6"", ""activ_ins_7"", ""activ_ins_8"", ""activ_ins_9"", ""bg_0"", ""endo_bal_0"", ""gut_abs_1"", ""gut_abs_2"", ""gut_abs_3"", ""gut_abs_4"", ""gut_abs_5"", ""gut_abs_6"", ""gut_abs_7"", ""gut_abs_8"", ""gut_abs_9"", ""met_irr_0"", ""met_irr_1"", ""met_irr_2"", ""met_irr_3"", ""met_irr_4"", ""met_irr_5"", ""met_irr_6"", ""met_irr_7"", ""met_irr_8"", ""met_irr_9""]",1,1,True,True,True,,
diabetes,cho_bal_8,bg_23,D_LLM_72B,59f52c1aeaa77389,llm__D_LLM_72B__diabetes,"[""activ_ins_10"", ""activ_ins_11"", ""activ_ins_12"", ""activ_ins_13"", ""activ_ins_14"", ""activ_ins_15"", ""activ_ins_16"", ""activ_ins_17"", ""activ_ins_18"", ""activ_ins_19"", ""activ_ins_20"", ""activ_ins_21"", ""activ_ins_22"", ""activ_ins_9"", ""bg_8"", ""cho_8"", ""endo_bal_8"", ""meal_10"", ""meal_11"", ""meal_12"", ""meal_13"", ""meal_14"", ""meal_15"", ""meal_16"", ""meal_17"", ""meal_18"", ""meal_19"", ""meal_20"", ""meal_21"", ""meal_22"", ""meal_9"", ""met_irr_10"", ""met_irr_11"", ""met_irr_12"", ""met_irr_13"", ""met_irr_14"", ""met_irr_15"", ""met_irr_16"", ""met_irr_17"", ""met_irr_18"", ""met_irr_19"", ""met_irr_20"", ""met_irr_21"", ""met_irr_22"", ""met_irr_8"", ""met_irr_9""]",1,1,True,True,True,,
diabetes,gut_abs_0,endo_bal_17,D_LLM_72B,d72b8ae224cbb29e,llm__D_LLM_72B__diabetes,"[""activ_ins_1"", ""activ_ins_10"", ""activ_ins_11"", ""activ_ins_12"", ""activ_ins_13"", ""activ_ins_14"", ""activ_ins_15"", ""activ_ins_16"", ""activ_ins_17"", ""activ_ins_2"", ""activ_ins_3"", ""activ_ins_4"", ""activ_ins_5"", ""activ_ins_6"", ""activ_ins_7"", ""activ_ins_8"", ""activ_ins_9"", ""bg_0"", ""endo_bal_0"", ""gut_abs_1"", ""gut_abs_10"", ""gut_abs_11"", ""gut_abs_12"", ""gut_abs_13"", ""gut_abs_14"", ""gut_abs_15"", ""gut_abs_16"", ""gut_abs_2"", ""gut_abs_3"", ""gut_abs_4"", ""gut_abs_5"", ""gut_abs_6"", ""gut_abs_7"", ""gut_abs_8"", ""gut_abs_9"", ""met_irr_0"", ""met_irr_1"", ""met_irr_10"", ""met_irr_11"", ""met_irr_12"", ""met_irr_13"", ""met_irr_14"", ""met_irr_15"", ""met_irr_16"", ""met_irr_2"", ""met_irr_3"", ""met_irr_4"", ""met_irr_5"", ""met_irr_6"", ""met_irr_7"", ""met_irr_8"", ""met_irr_9""]",1,1,True,True,True,,
diabetes,cho_bal_8,tot_bal_23,D_LLM_72B,74d7d33eebd1ebf0,llm__D_LLM_72B__diabetes,"[""activ_ins_10"", ""activ_ins_11"", ""activ_ins_12"", ""activ_ins_13"", ""activ_ins_14"", ""activ_ins_15"", ""activ_ins_16"", ""activ_ins_17"", ""activ_ins_18"", ""activ_ins_19"", ""activ_ins_20"", ""activ_ins_21"", ""activ_ins_22"", ""activ_ins_23"", ""activ_ins_9"", ""bg_8"", ""cho_8"", ""endo_bal_8"", ""meal_10"", ""meal_11"", ""meal_12"", ""meal_13"", ""meal_14"", ""meal_15"", ""meal_16"", ""meal_17"", ""meal_18"", ""meal_19"", ""meal_20"", ""meal_21"", ""meal_22"", ""meal_23"", ""meal_9"", ""met_irr_10"", ""met_irr_11"", ""met_irr_12"", ""met_irr_13"", ""met_irr_14"", ""met_irr_15"", ""met_irr_16"", ""met_irr_17"", ""met_irr_18"", ""met_irr_19"", ""met_irr_20"", ""met_irr_21"", ""met_irr_22"", ""met_irr_23"", ""met_irr_8"", ""met_irr_9""]",1,1,True,True,True,,
diabetes,gut_abs_0,bg_23,D_LLM_72B,49c12deb284a5a3b,llm__D_LLM_72B__diabetes,"[""activ_ins_1"", ""activ_ins_10"", ""activ_ins_11"", ""activ_ins_12"", ""activ_ins_13"", ""activ_ins_14"", ""activ_ins_15"", ""activ_ins_16"", ""activ_ins_17"", ""activ_ins_18"", ""activ_ins_19"", ""activ_ins_2"", ""activ_ins_20"", ""activ_ins_21"", ""activ_ins_22"", ""activ_ins_3"", ""activ_ins_4"", ""activ_ins_5"", ""activ_ins_6"", ""activ_ins_7"", ""activ_ins_8"", ""activ_ins_9"", ""bg_0"", ""endo_bal_0"", ""gut_abs_1"", ""gut_abs_10"", ""gut_abs_11"", ""gut_abs_12"", ""gut_abs_13"", ""gut_abs_14"", ""gut_abs_15"", ""gut_abs_16"", ""gut_abs_17"", ""gut_abs_18"", ""gut_abs_19"", ""gut_abs_2"", ""gut_abs_20"", ""gut_abs_21"", ""gut_abs_22"", ""gut_abs_3"", ""gut_abs_4"", ""gut_abs_5"", ""gut_abs_6"", ""gut_abs_7"", ""gut_abs_8"", ""gut_abs_9"", ""met_irr_0"", ""met_irr_1"", ""met_irr_10"", ""met_irr_11"", ""met_irr_12"", ""met_irr_13"", ""met_irr_14"", ""met_irr_15"", ""met_irr_16"", ""met_irr_17"", ""met_irr_18"", ""met_irr_19"", ""met_irr_2"", ""met_irr_20"", ""met_irr_21"", ""met_irr_22"", ""met_irr_3"", ""met_irr_4"", ""met_irr_5"", ""met_irr_6"", ""met_irr_7"", ""met_irr_8"", ""met_irr_9""]",1,1,True,True,True,,
diabetes,gut_abs_0,tot_bal_23,D_LLM_72B,471b18865a2548e8,llm__D_LLM_72B__diabetes,"[""activ_ins_1"", ""activ_ins_10"", ""activ_ins_11"", ""activ_ins_12"", ""activ_ins_13"", ""activ_ins_14"", ""activ_ins_15"", ""activ_ins_16"", ""activ_ins_17"", ""activ_ins_18"", ""activ_ins_19"", ""activ_ins_2"", ""activ_ins_20"", ""activ_ins_21"", ""activ_ins_22"", ""activ_ins_23"", ""activ_ins_3"", ""activ_ins_4"", ""activ_ins_5"", ""activ_ins_6"", ""activ_ins_7"", ""activ_ins_8"", ""activ_ins_9"", ""bg_0"", ""endo_bal_0"", ""gut_abs_1"", ""gut_abs_10"", ""gut_abs_11"", ""gut_abs_12"", ""gut_abs_13"", ""gut_abs_14"", ""gut_abs_15"", ""gut_abs_16"", ""gut_abs_17"", ""gut_abs_18"", ""gut_abs_19"", ""gut_abs_2"", ""gut_abs_20"", ""gut_abs_21"", ""gut_abs_22"", ""gut_abs_23"", ""gut_abs_3"", ""gut_abs_4"", ""gut_abs_5"", ""gut_abs_6"", ""gut_abs_7"", ""gut_abs_8"", ""gut_abs_9"", ""met_irr_0"", ""met_irr_1"", ""met_irr_10"", ""met_irr_11"", ""met_irr_12"", ""met_irr_13"", ""met_irr_14"", ""met_irr_15"", ""met_irr_16"", ""met_irr_17"", ""met_irr_18"", ""met_irr_19"", ""met_irr_2"", ""met_irr_20"", ""met_irr_21"", ""met_irr_22"", ""met_irr_23"", ""met_irr_3"", ""met_irr_4"", ""met_irr_5"", ""met_irr_6"", ""met_irr_7"", ""met_irr_8"", ""met_irr_9""]",1,1,True,True,True,,
diabetes,gut_abs_1,tot_bal_2,D_LLM_72B,d992db99b94c8c86,llm__D_LLM_72B__diabetes,"[""activ_ins_2"", ""bg_1"", ""endo_bal_1"", ""gut_abs_2"", ""met_irr_1"", ""met_irr_2""]",1,1,True,True,True,,
diabetes,gut_abs_1,endo_bal_13,D_LLM_72B,5bdc9002b208b30e,llm__D_LLM_72B__diabetes,"[""activ_ins_10"", ""activ_ins_11"", ""activ_ins_12"", ""activ_ins_13"", ""activ_ins_2"", ""activ_ins_3"", ""activ_ins_4"", ""activ_ins_5"", ""activ_ins_6"", ""activ_ins_7"", ""activ_ins_8"", ""activ_ins_9"", ""bg_1"", ""endo_bal_1"", ""gut_abs_10"", ""gut_abs_11"", ""gut_abs_12"", ""gut_abs_2"", ""gut_abs_3"", ""gut_abs_4"", ""gut_abs_5"", ""gut_abs_6"", ""gut_abs_7"", ""gut_abs_8"", ""gut_abs_9"", ""met_irr_1"", ""met_irr_10"", ""met_irr_11"", ""met_irr_12"", ""met_irr_2"", ""met_irr_3"", ""met_irr_4"", ""met_irr_5"", ""met_irr_6"", ""met_irr_7"", ""met_irr_8"", ""met_irr_9""]",1,1,True,True,True,,
diabetes,gut_abs_1,ins_dep_util_8,D_LLM_72B,a32c99af098d4666,llm__D_LLM_72B__diabetes,"[""activ_ins_2"", ""activ_ins_3"", ""activ_ins_4"", ""activ_ins_5"", ""activ_ins_6"", ""activ_ins_7"", ""activ_ins_8"", ""bg_1"", ""endo_bal_1"", ""gut_abs_2"", ""gut_abs_3"", ""gut_abs_4"", ""gut_abs_5"", ""gut_abs_6"", ""gut_abs_7"", ""met_irr_1"", ""met_irr_2"", ""met_irr_3"", ""met_irr_4"", ""met_irr_5"", ""met_irr_6"", ""met_irr_7""]",1,1,True,True,True,,
diabetes,gut_abs_11,tot_bal_12,D_LLM_72B,5e494a9ffdd557d6,llm__D_LLM_72B__diabetes,"[""activ_ins_12"", ""bg_11"", ""endo_bal_11"", ""gut_abs_12"", ""met_irr_11"", ""met_irr_12""]",1,1,True,True,True,,
diabetes,gut_abs_11,ins_dep_util_21,D_LLM_72B,7bb92dd8e82f8406,llm__D_LLM_72B__diabetes,"[""activ_ins_12"", ""activ_ins_13"", ""activ_ins_14"", ""activ_ins_15"", ""activ_ins_16"", ""activ_ins_17"", ""activ_ins_18"", ""activ_ins_19"", ""activ_ins_20"", ""activ_ins_21"", ""bg_11"", ""endo_bal_11"", ""gut_abs_12"", ""gut_abs_13"", ""gut_abs_14"", ""gut_abs_15"", ""gut_abs_16"", ""gut_abs_17"", ""gut_abs_18"", ""gut_abs_19"", ""gut_abs_20"", ""met_irr_11"", ""met_irr_12"", ""met_irr_13"", ""met_irr_14"", ""met_irr_15"", ""met_irr_16"", ""met_irr_17"", ""met_irr_18"", ""met_irr_19"", ""met_irr_20""]",1,1,True,True,True,,
diabetes,gut_abs_12,ins_dep_util_18,D_LLM_72B,9de97d313ff757c5,llm__D_LLM_72B__diabetes,"[""activ_ins_13"", ""activ_ins_14"", ""activ_ins_15"", ""activ_ins_16"", ""activ_ins_17"", ""activ_ins_18"", ""bg_12"", ""endo_bal_12"", ""gut_abs_13"", ""gut_abs_14"", ""gut_abs_15"", ""gut_abs_16"", ""gut_abs_17"", ""met_irr_12"", ""met_irr_13"", ""met_irr_14"", ""met_irr_15"", ""met_irr_16"", ""met_irr_17""]",1,1,True,True,True,,
diabetes,gut_abs_14,basal_bal_23,D_LLM_72B,844ee01af2e15060,llm__D_LLM_72B__diabetes,"[""activ_ins_15"", ""activ_ins_16"", ""activ_ins_17"", ""activ_ins_18"", ""activ_ins_19"", ""activ_ins_20"", ""activ_ins_21"", ""activ_ins_22"", ""activ_ins_23"", ""bg_14"", ""endo_bal_14"", ""gut_abs_15"", ""gut_abs_16"", ""gut_abs_17"", ""gut_abs_18"", ""gut_abs_19"", ""gut_abs_20"", ""gut_abs_21"", ""gut_abs_22"", ""gut_abs_23"", ""met_irr_14"", ""met_irr_15"", ""met_irr_16"", ""met_irr_17"", ""met_irr_18"", ""met_irr_19"", ""met_irr_20"", ""met_irr_21"", ""met_irr_22""]",1,1,True,True,True,,
diabetes,gut_abs_14,renal_cl_23,D_LLM_72B,2f05ba6f4932ac89,llm__D_LLM_72B__diabetes,"[""activ_ins_15"", ""activ_ins_16"", ""activ_ins_17"", ""activ_ins_18"", ""activ_ins_19"", ""activ_ins_20"", ""activ_ins_21"", ""activ_ins_22"", ""bg_14"", ""endo_bal_14"", ""gut_abs_15"", ""gut_abs_16"", ""gut_abs_17"", ""gut_abs_18"", ""gut_abs_19"", ""gut_abs_20"", ""gut_abs_21"", ""gut_abs_22"", ""met_irr_14"", ""met_irr_15"", ""met_irr_16"", ""met_irr_17"", ""met_irr_18"", ""met_irr_19"", ""met_irr_20"", ""met_irr_21"", ""met_irr_22""]",1,1,True,True,True,,
diabetes,gut_abs_2,glu_prod_13,D_LLM_72B,a7279658a8841084,llm__D_LLM_72B__diabetes,"[""activ_ins_10"", ""activ_ins_11"", ""activ_ins_12"", ""activ_ins_13"", ""activ_ins_3"", ""activ_ins_4"", ""activ_ins_5"", ""activ_ins_6"", ""activ_ins_7"", ""activ_ins_8"", ""activ_ins_9"", ""bg_2"", ""endo_bal_2"", ""gut_abs_10"", ""gut_abs_11"", ""gut_abs_12"", ""gut_abs_3"", ""gut_abs_4"", ""gut_abs_5"", ""gut_abs_6"", ""gut_abs_7"", ""gut_abs_8"", ""gut_abs_9"", ""met_irr_10"", ""met_irr_11"", ""met_irr_12"", ""met_irr_2"", ""met_irr_3"", ""met_irr_4"", ""met_irr_5"", ""met_irr_6"", ""met_irr_7"", ""met_irr_8"", ""met_irr_9""]",1,1,True,True,True,,
diabetes,gut_abs_2,ins_indep_8,D_LLM_72B,c0d12c7fdd9022f9,llm__D_LLM_72B__diabetes,"[""activ_ins_3"", ""activ_ins_4"", ""activ_ins_5"", ""activ_ins_6"", ""activ_ins_7"", ""bg_2"", ""endo_bal_2"", ""gut_abs_3"", ""gut_abs_4"", ""gut_abs_5"", ""gut_abs_6"", ""gut_abs_7"", ""met_irr_2"", ""met_irr_3"", ""met_irr_4"", ""met_irr_5"", ""met_irr_6"", ""met_irr_7""]",1,1,True,True,True,,
diabetes,gut_abs_2,ins_dep_10,D_LLM_72B,deaf95c45594dd61,llm__D_LLM_72B__diabetes,"[""activ_ins_10"", ""activ_ins_3"", ""activ_ins_4"", ""activ_ins_5"", ""activ_ins_6"", ""activ_ins_7"", ""activ_ins_8"", ""activ_ins_9"", ""bg_2"", ""endo_bal_2"", ""gut_abs_3"", ""gut_abs_4"", ""gut_abs_5"", ""gut_abs_6"", ""gut_abs_7"", ""gut_abs_8"", ""gut_abs_9"", ""met_irr_2"", ""met_irr_3"", ""met_irr_4"", ""met_irr_5"", ""met_irr_6"", ""met_irr_7"", ""met_irr_8"", ""met_irr_9""]",1,1,True,True,True,,
